분류,제목,날짜_월,날짜_일,분기
건설ㆍ교통,계림초 아이들을 지켜주세요 (6),5,10,2
건설ㆍ교통,밤길안전을 위한 가로등 교체 및 파손 도로 포장 요청,5,10,2
건설ㆍ교통,산수오거리 주차단속,5,10,2
건설ㆍ교통,용산지구 둘레길을 안전하고 쾌적한 산책로 만들어주세요,5,10,2
건설ㆍ교통,충장로 노점상 단속 촉구,5,10,2
건설ㆍ교통,맨홀 뚜껑 수평유지 시급,5,10,2
건설ㆍ교통,그랜드센트럴 울타리 설치 허가바랍니다.,5,10,2
건설ㆍ교통,아파트공사 소음,5,8,2
건설ㆍ교통,민원,5,8,2
건설ㆍ교통,아스팔트 패임과 도로 겹치는 지점 위험,5,8,2
건설ㆍ교통,그랜드센트럴울타리반대합니다,5,8,2
건설ㆍ교통,현실이 이렇습니다.,5,7,2
건설ㆍ교통,동구 그랜드마트 도로 점용하여 물건 적재합니다,5,7,2
건설ㆍ교통,대각선 주차 (1),5,6,2
건설ㆍ교통,동명동 삼미집에서 동명청과 사이 도로 횡단보도 설치해주세요 (1),5,6,2
건설ㆍ교통,도로 무단 점용 신고합니다!,5,6,2
건설ㆍ교통,동구 그랜드 센트럴 문 못 달게 해주세요,5,6,2
건설ㆍ교통,교통신호기 작동 해주세요. (1),5,5,2
건설ㆍ교통,예비신호 (2),5,5,2
건설ㆍ교통,동구 경양로 234그랜드 센트럴 울타리 허가 금지요청,5,5,2
건설ㆍ교통,광주동구 문화전당로 35번길 (1),5,5,2
건설ㆍ교통,이런 차가 이렇게 주차해도 되는 지요? (2),5,3,2
건설ㆍ교통,계림 센트럴파크 울타리 문제,5,2,2
건설ㆍ교통,교통사고다발지역 (1),5,2,2
건설ㆍ교통,푸른길 옆 병원 공사현장 관련,5,2,2
건설ㆍ교통,불법주차 단속하신다면서요,4,30,2
건설ㆍ교통,계림동 그랜드센트럴 맞은편 공용 주차장 없애주세요. 사고의 위험이 커요.,4,29,2
건설ㆍ교통,대인교회앞 인도 -노숙자불법적제물,4,29,2
건설ㆍ교통,서로 상생하도록 도와주세요 (1),4,29,2
건설ㆍ교통,계림교회 경사로길,4,29,2
건설ㆍ교통,교통과 문의,4,29,2
건설ㆍ교통,주정차 위반 관련,4,29,2
건설ㆍ교통,먼지,4,28,2
건설ㆍ교통,용산교 모퉁이 정비요청 드립니다...,4,28,2
건설ㆍ교통,그랜드센트럴 주변 안전 휀스 도대체 언제 보수(설치) 해주실건가요?,4,28,2
건설ㆍ교통,대표회의 안건 4,4,27,2
건설ㆍ교통,안녕하세요 (1),4,27,2
건설ㆍ교통,민원,4,27,2
건설ㆍ교통,가로등 확인바랍니다,4,27,2
건설ㆍ교통,방지턱 함몰,4,26,2
건설ㆍ교통,동구월남동녹동옆개을에다리가설 (2),4,26,2
건설ㆍ교통,출근시간에 좌회전 신호를 켜주시기 바랍니다. (1),4,26,2
건설ㆍ교통,민원 (1),4,26,2
건설ㆍ교통,보안등 타이머 조정,4,24,2
건설ㆍ교통,불법주정차지방치한차지,4,23,2
건설ㆍ교통,공사장,4,23,2
건설ㆍ교통,하수도공사로 인한 불편,4,23,2
건설ㆍ교통,산수동 명지로드힐 자정이후 건축소음,4,23,2
건설ㆍ교통,가로등 수리요청 (1),4,22,2
건설ㆍ교통,입주자대표회의 안건 3,4,22,2
건설ㆍ교통,지원1동동사무소 앞 도로,4,22,2
건설ㆍ교통,편의점 야외 테라스 문제,4,22,2
건설ㆍ교통,대표회의 안건 2,4,21,2
건설ㆍ교통,어린이속도제한구역 (1),4,20,2
건설ㆍ교통,학운1동 전기차충전소 고장 수리바랍니다,4,18,2
건설ㆍ교통,계림동성당입구 도로상황,4,17,2
건설ㆍ교통,버스정류장앞 승객 보호,4,17,2
건설ㆍ교통,천변좌로 650번길 주정차단속 문의합니다.,4,16,2
건설ㆍ교통,공사장트럭공포유발,4,16,2
건설ㆍ교통,가로등 고장수리부탁요청,4,15,2
건설ㆍ교통,도로파손수리,4,14,2
건설ㆍ교통,"한미쇼핑사거리 근처 21시 30분 경 ,불법 주정차로 인한 교통 방해",4,14,2
건설ㆍ교통,황금주차장 출입하는곳,4,13,2
건설ㆍ교통,계림동 이마트 업무종료,4,13,2
건설ㆍ교통,민원취하 바랍니다 (1),4,13,2
건설ㆍ교통,인도 볼라드 파손 확인,4,12,2
건설ㆍ교통,후안무치 동광주이마트와 쓰러져가는 소상공인들과의 문제해결을 조속히 해결해 주시길 바랍니다.,4,10,2
건설ㆍ교통,계림동 소상인들과 이마트 동광주점의 문제를 해결 바랍니다.,4,10,2
건설ㆍ교통,계림동 이마트 동광주점과 소상인들의 분쟁을 조정해 주시기 바랍니다.,4,10,2
건설ㆍ교통,교통지도 공무원 박정현 주무관의 불친절과 궤변성 답변으로 피해를 입었습니다.,4,9,2
건설ㆍ교통,조속히 협의해주세요 (1),4,9,2
건설ㆍ교통,반사거울문의,4,9,2
건설ㆍ교통,공사장먼지,4,9,2
건설ㆍ교통,화순->광주방면 동구다목적체육관쪽 순환도로 끼어들기 단속,4,9,2
건설ㆍ교통,학교 공사로 인해 소음과 집에 균열이 심해요 (1),4,7,2
건설ㆍ교통,포트홀 (1),4,7,2
건설ㆍ교통,주차단속 부탁드립니다,4,7,2
건설ㆍ교통,차라리 도로를 막아주세요 (2),4,6,2
건설ㆍ교통,불법주정차,4,6,2
건설ㆍ교통,가로등 고장수리부탁요청,4,3,2
건설ㆍ교통,외지인주차,4,2,2
건설ㆍ교통,&apos;공용주차장(동구 계림동 808) 불친절 및 관리소홀&apos;,4,1,2
건설ㆍ교통,도로파손(포트홀) (1),3,31,1
건설ㆍ교통,도로 파손 (1),3,31,1
건설ㆍ교통,계림초 등하교시 (오후 등교 등)덤프트럭,3,30,1
건설ㆍ교통,불법적치물 치워주세요,3,29,1
건설ㆍ교통,도로 패임 지반 침하 우려 신속한 보수 요청 (2),3,29,1
건설ㆍ교통,용산지구 배수지 공사관련 불편사항 (1),3,29,1
건설ㆍ교통,일요일 밤9시 도로드릴공사 (1),3,28,1
건설ㆍ교통,예술의 거리 배수불량 (1),3,27,1
건설ㆍ교통,계림오거리 신호등 (1),3,27,1
건설ㆍ교통,동명동 이면도로 주정차 단속 (2),3,27,1
건설ㆍ교통,장원4거리 신호체계 (1),3,26,1
건설ㆍ교통,불법주정차 덕분에 보행중 사고날뻔했습니다 (1),3,26,1
건설ㆍ교통,도로위 불법 적재물 치워주세요,3,25,1
건설ㆍ교통,구시청 택시민원,3,25,1
건설ㆍ교통,민원 내용이 다른데도 민원 내용 안 읽고 대충 답변 다는 짓 그만 하시길 바라며. (1),3,24,1
건설ㆍ교통,동구 장애인복지 회관,3,22,1
건설ㆍ교통,사고예방을 위한 반사경 설치 건의,3,22,1
건설ㆍ교통,동명동 대표문화마을 불법주차문제-서석교회정문 포함 (1),3,22,1
건설ㆍ교통,신호등 (1),3,22,1
건설ㆍ교통,소수주택자의 주차문제 해결을 간곡히 요청합니다.,3,20,1
건설ㆍ교통,아파트 정문앞 신호등 고장확인요망 (1),3,20,1
건설ㆍ교통,단속하셨다면서요. 사고 날뻔했어요 ㅠㅠ,3,19,1
건설ㆍ교통,내남진아리채 옆 고가 소음 및 쓰레기문제 (1),3,19,1
건설ㆍ교통,계림동 그랜드센트럴 아파트 주변 주차단속 강화 부탁드리며 주변 CCTV운영시간 늘려 줄것을 요청드립니다! (1),3,19,1
건설ㆍ교통,불법노점상 단속부탁드립니다.,3,18,1
건설ㆍ교통,인도 함몰,3,18,1
건설ㆍ교통,주정차금지구역 맞나요? (1),3,17,1
건설ㆍ교통,"율곡초교, 두암그린파크 과속방지턱",3,16,1
건설ㆍ교통,공사로 인한 불편점,3,16,1
건설ㆍ교통,주정차문제 (1),3,16,1
건설ㆍ교통,차선 변경 요청합니다!!!,3,16,1
건설ㆍ교통,불법 주정차 단속,3,15,1
건설ㆍ교통,3.1절에 회수 않은 태극기가 아직도?! (1),3,15,1
건설ㆍ교통,보안등 수리요청,3,14,1
건설ㆍ교통,건설과 조명관리계 고대영 선생님 칭찬합니다. (2),3,14,1
건설ㆍ교통,계림동 그랜드센트럴 상가 앞 인도 안전휀스 훼손(도난)되어있는 곳 도대체 언제 복구 되나요?? (1),3,12,1
건설ㆍ교통,월남동 버스종점 이전,3,12,1
건설ㆍ교통,도로패임 보수 (1),3,12,1
건설ㆍ교통,계림2동행정복지센터에서 계림신협방향 버스정류장있는데도 불구하고 불법주정차땜에 버스 타기 너무 불편하고 짜증나요 (1),3,12,1
건설ㆍ교통,동구 운행하는 남구715버스가 들어오면 쫍아요,3,12,1
건설ㆍ교통,도로 패임 해결해주세요 (2),3,10,1
건설ㆍ교통,월남동 버스종점 차고지 이전문제요 (1),3,9,1
건설ㆍ교통,안전한 신호등 설치를 부탁드립니다. (1),3,8,1
건설ㆍ교통,금호장례식장에서 좌회전할때 도로패임 심각 (1),3,5,1
건설ㆍ교통,확인 사항입니다,3,5,1
건설ㆍ교통,보행불편신고 (5),3,3,1
건설ㆍ교통,가로등 (1),3,3,1
건설ㆍ교통,포트홀로 인한 도로정비 필요 (1),3,2,1
건설ㆍ교통,도로정비 (1),3,2,1
건설ㆍ교통,일몰제 관련 도로 개설 요청,3,2,1
건설ㆍ교통,불법주정차위반에관한문의 (1),3,2,1
건설ㆍ교통,주남마을쪽앞도로 (1),3,1,1
건설ㆍ교통,어린이집 골목 입구 과속방지턱 설치 요청,3,1,1
건설ㆍ교통,불법주정차,2,28,1
건설ㆍ교통,가로등코장 (1),2,27,1
건설ㆍ교통,재차 확인 요청합니다,2,27,1
건설ㆍ교통,중앙도서관앞주정차위반,2,26,1
건설ㆍ교통,당산나무 골목 청결에 감사합니다 (1),2,26,1
건설ㆍ교통,엔씨웨이브 앞 택시 진로방해,2,26,1
건설ㆍ교통,불법인가요??건너기무서워요,2,26,1
건설ㆍ교통,가로등고장 (1),2,25,1
건설ㆍ교통,어린이보호구역내 불법주차,2,24,1
건설ㆍ교통,포크레인 소리 너무 시끄럽습니다,2,24,1
건설ㆍ교통,위험한 도로를 봐주세요!! (1),2,23,1
건설ㆍ교통,어두운 동네 골목길,2,23,1
건설ㆍ교통,도심주차장을 왜 일부 체육시설 이용자들이 통제하는지,2,23,1
건설ㆍ교통,잠자고 있는 가로등 (2),2,23,1
건설ㆍ교통,도로 불법적치물 방치 및 동구청 직원 근무 태만,2,19,1
건설ㆍ교통,전주철거요청,2,19,1
건설ㆍ교통,두산2차와 3차 사이 신설도로 인도에 어린이보호용 가드 설치바랍니다,2,19,1
건설ㆍ교통,동구청은 주정차 위반 단속안해요?? (1),2,19,1
건설ㆍ교통,동구 불법주정차,2,18,1
건설ㆍ교통,아문광장분수대를 회전교차로로변경~~~ (1),2,17,1
건설ㆍ교통,홍림교(배고픈다리)근처 장보고싶은마트 노상적치물건,2,16,1
건설ㆍ교통,가로등 불이 안들어와요. (1),2,15,1
건설ㆍ교통,가로등 수선 요청,2,14,1
건설ㆍ교통,계림동 홈플러스 출구방향 불법적치물로 인한 교통혼잡,2,10,1
건설ㆍ교통,두산2차와 3차 사이 신설도로 인도에 어린이보호용 가드 설치바랍니다,2,10,1
건설ㆍ교통,나무전 거리에서 계림 오거리방향 신호체게 개선 필요합니다 (3),2,10,1
건설ㆍ교통,사고 조심지역 안내 필요 (1),2,10,1
건설ㆍ교통,장원4거리 신호등 (1),2,9,1
건설ㆍ교통,도로보수요청,2,8,1
건설ㆍ교통,반사거울?부탁드려요,2,7,1
건설ㆍ교통,가로등 수리부탁드립니다. (1),2,7,1
건설ㆍ교통,공터에 버려진 차를 치워주세요,2,6,1
건설ㆍ교통,도로 위험해요,2,5,1
건설ㆍ교통,광주광역시 동구청 건설과 하수계 민원 6,2,5,1
건설ㆍ교통,동계천 노상주차장 불편사항에 대한 황당한 답변,2,5,1
건설ㆍ교통,사거리 코너 전봇대 이동 또는 제거요청 (3),2,4,1
건설ㆍ교통,경찰야간근무업무태만 (1),2,3,1
건설ㆍ교통,동계천 노상주차장 이용시 불편사항 (1),2,2,1
건설ㆍ교통,도로 포장 관련 민원입니다 (1),1,31,1
건설ㆍ교통,도로 파임 제보2 (1),1,29,1
건설ㆍ교통,주차 문제가 있습니다.,1,28,1
건설ㆍ교통,보안등 교체 (1),1,27,1
건설ㆍ교통,도로파손 보수 건의,1,27,1
건설ㆍ교통,도로부지 KT전주로 통행불편 및 안전사고 예방 관련 (1),1,27,1
건설ㆍ교통,원인을 알 수 없는데 도로에 물이 샙니다 (1),1,27,1
건설ㆍ교통,심각한 포트홀,1,26,1
건설ㆍ교통,어린이보호구역 지정 및 신호위반/과속단속카메라 설치 바랍니다. (2),1,26,1
건설ㆍ교통,장애인 주차 불법,1,25,1
건설ㆍ교통,포트홀 위험합니다 (1),1,25,1
건설ㆍ교통,유명무실한 일방통행로 (1),1,25,1
건설ㆍ교통,불법주정차 때문에 집에를 못들어갑니다.,1,25,1
건설ㆍ교통,근절되지 않는 불법주정차 (1),1,23,1
건설ㆍ교통,의재로 홀짝제 전자간판 고장 (3),1,23,1
건설ㆍ교통,광주광역시 동구청 건설과 하수계 민원 5,1,23,1
건설ㆍ교통,불법주정차관련,1,22,1
건설ㆍ교통,끼어들기 단속 좀 부탁드립니다. (1),1,21,1
건설ㆍ교통,신호체계 개선및 불번주정차단속!!!,1,20,1
건설ㆍ교통,광주화순간 구도로에 아파트공사현장에서 흙탕물이 도로에 흘러감,1,20,1
건설ㆍ교통,불법주정차 때문에 매우 불편함을 호소합니다.,1,20,1
건설ㆍ교통,학운동 행정복지센터,1,19,1
건설ㆍ교통,빠른 개통을 요청합니다.,1,19,1
건설ㆍ교통,광주광역시 동구청 건설과 하수계 민원 4,1,19,1
건설ㆍ교통,동명동 코발트 인근 도로 불법주차,1,18,1
건설ㆍ교통,비올때 배수,1,18,1
건설ㆍ교통,지산동주택조합 이중계약 피해자입니다,1,18,1
건설ㆍ교통,도로파손 급 보수요망,1,18,1
건설ㆍ교통,도로배수공사요청,1,18,1
건설ㆍ교통,무분별한 주정차 (1),1,16,1
건설ㆍ교통,차량진출입시 수벽으로 인한 장애 일부조정안,1,16,1
건설ㆍ교통,노상 적치물로 인한 통행불편 민원,1,15,1
건설ㆍ교통,하수구함몰과 도로 파임,1,15,1
건설ㆍ교통,공사장과 흙도로,1,14,1
건설ㆍ교통,하수계에서 작업 하셨나요? (2),1,14,1
건설ㆍ교통,천변 화장실이 얼었어요 고쳐주세요 (3),1,14,1
건설ㆍ교통,도로 파임 제보,1,14,1
건설ㆍ교통,다시 제보합니다. 좌회전하면서 도로안전망환경으로 사고위험,1,13,1
건설ㆍ교통,안전을 위해 버스정류장을 이동해주세요 (1),1,12,1
건설ㆍ교통,신호등방항이 틀어졌어요 (1),1,10,1
건설ㆍ교통,동명동 제설작업 (1),1,10,1
건설ㆍ교통,조속히 지하주차장 방수공사 다시 철저히 하도록 지시 감독해주십시요,1,9,1
건설ㆍ교통,원룸 주차장 월주차 문제 (1),1,7,1
건설ㆍ교통,광주와 화순을 잇는 경전철에 대해서 (1),1,7,1
건설ㆍ교통,제설작업,1,7,1
건설ㆍ교통,소태역환승주차장 골목길 출입구 언덕 제설작업 요청드립니다.,1,7,1
건설ㆍ교통,주차 단속 (1),1,6,1
건설ㆍ교통,"광주에서 화순가는 구너릿재,신너릿재 제설작업 (2)",1,6,1
건설ㆍ교통,화순으로 연결되는 경전철사업에 너릿재역 꼭 부탁드립니다! (1),1,6,1
건설ㆍ교통,지하철관련질문 (1),1,6,1
건설ㆍ교통,불법주차,1,6,1
건설ㆍ교통,동적골 재설작업,1,5,1
건설ㆍ교통,골목 차량 진입문제..,1,5,1
건설ㆍ교통,지원1동 행정복지센터 전기차충전소,1,5,1
건설ㆍ교통,장기방치차량 (1),12,31,4
건설ㆍ교통,지산휴먼시아 오르막길 제설작업,12,31,4
건설ㆍ교통,신너릿재터널 제설작업,12,30,4
건설ㆍ교통,재설작업 부탁드려요,12,30,4
건설ㆍ교통,제설작업 좀 하세요,12,30,4
건설ㆍ교통,광주광역시 동구청 건설과 하수계 민원 3번째,12,30,4
건설ㆍ교통,맨홀 뚜겅 조치,12,29,4
건설ㆍ교통,주민 산책로인 구와산의 무성한 산림을 파헤치고 아파트 허가가 웬말인가,12,28,4
건설ㆍ교통,버스승강장버스노선훼손,12,28,4
건설ㆍ교통,맨홀주변도로꺼짐,12,27,4
건설ㆍ교통,겨울철 도로결빙 걱정,12,25,4
건설ㆍ교통,동구벤처빌딩 옆에 있는 (1),12,24,4
건설ㆍ교통,건설 도로보수 민원,12,24,4
건설ㆍ교통,동구는 안 그럴 거라 생각합니다 (2),12,23,4
건설ㆍ교통,지원1동 행정복지센터 전기차충전소,12,22,4
건설ㆍ교통,견인조치바랍니다.,12,22,4
건설ㆍ교통,학운동 행정복지센터 전기차 충전소,12,21,4
건설ㆍ교통,도로 반사경 설치,12,20,4
건설ㆍ교통,간판,12,19,4
건설ㆍ교통,푸른길의 안전과 쾌적함을 지켜주세요,12,19,4
건설ㆍ교통,불법 광고물 정ㅂㄴ,12,19,4
건설ㆍ교통,월남동 버스종점 이전관련,12,19,4
건설ㆍ교통,무분별한 불법주정차,12,18,4
건설ㆍ교통,불법적치물 (1),12,18,4
건설ㆍ교통,어린이보호구역주차,12,18,4
건설ㆍ교통,전기차충전소,12,18,4
건설ㆍ교통,산수동 그린웰로제비앙 앞 회전로타리,12,15,4
건설ㆍ교통,가로등,12,15,4
건설ㆍ교통,주차단속,12,14,4
건설ㆍ교통,계림동 홈플 앞 노점야채,12,14,4
건설ㆍ교통,동구 평생학습센터 소음발생,12,14,4
건설ㆍ교통,전기차 충전소 추가 설치 - 학동 행정복지센터가 이전한 뒤로 없어져서 매우 불편합니다.,12,13,4
건설ㆍ교통,횡단보도 설치문의 (1),12,12,4
건설ㆍ교통,불법주정차 신고,12,11,4
건설ㆍ교통,금호장례식장에서 유턴시 길합병.나무와 건물로 위험,12,11,4
건설ㆍ교통,이면도로 단속좀 합시다.,12,11,4
건설ㆍ교통,청원서,12,9,4
건설ㆍ교통,지원1동행정복지센터 입구도로 (1),12,9,4
건설ㆍ교통,인도(보행자)와 차도의 구분턱 설치 부탁드림니다,12,9,4
건설ㆍ교통,장기주차차량 신고합니다. (1),12,9,4
건설ㆍ교통,불법주차 (1),12,8,4
건설ㆍ교통,코발트 앞 삼거리 포장 공사 언제쯤 끝나나요?,12,8,4
건설ㆍ교통,버스기사님들 안전운행 교육 강력하게 부탁드립니다,12,7,4
건설ㆍ교통,불법주정차 단속 부탁드립니다.,12,7,4
건설ㆍ교통,건설과 하수계 민원 2 (답변 안 하십니까?),12,7,4
건설ㆍ교통,신호등 설치 부탁드립니다 (1),12,4,4
건설ㆍ교통,계림동홈플앞노점야채,12,4,4
건설ㆍ교통,주정차단속 민원 접수및 푸른길 노점상단속,12,3,4
건설ㆍ교통,거주자 주차공간 마련바랍니다,12,3,4
건설ㆍ교통,도로 통행에 지장이 많습니다. (2),12,3,4
건설ㆍ교통,보행자의 안전을 지켜주세요.,12,3,4
건설ㆍ교통,내남동 남계교,12,3,4
건설ㆍ교통,동구 남계교,12,3,4
건설ㆍ교통,가로등,12,3,4
건설ㆍ교통,아이들의 안전을 지켜주세요,12,3,4
건설ㆍ교통,가로등,12,2,4
건설ㆍ교통,주차 공간 부족,12,2,4
건설ㆍ교통,인도와 차도의 구분턱(경계석) 설치 부탁합니다,12,2,4
건설ㆍ교통,인도턱높이조정,12,2,4
건설ㆍ교통,건설과 하수계 민원 2,12,2,4
건설ㆍ교통,주차 공간 아닌곳 안전봉 설치 건의,12,1,4
건설ㆍ교통,도로 정비 부탁드립니다,12,1,4
건설ㆍ교통,학4구역과구청의무모함 (1),12,1,4
건설ㆍ교통,남광주시장 옆 천변도로 출근시간 단속요망,12,1,4
건설ㆍ교통,도로 건의합니다,11,30,4
건설ㆍ교통,견인부탁합니다,11,30,4
건설ㆍ교통,금남로 5가 사거리 한국시티은행쪽 도로위 맨홀 뚜껑을 고정시켜 소음 발생을 방지 해주십시오을 요청합니다. (1),11,29,4
건설ㆍ교통,학4재개발,11,28,4
건설ㆍ교통,건설과 하수계 민원 건 1,11,27,4
건설ㆍ교통,출입이 자유르워져 좋습니다 (1),11,27,4
건설ㆍ교통,男?一言重千金,11,26,4
건설ㆍ교통,개념없는 주차,11,26,4
건설ㆍ교통,불법주정차,11,26,4
건설ㆍ교통,방지턱이 필요합니다,11,25,4
건설ㆍ교통,학운동 성당 건널목 신호등 설치 시급합니다!!!!! (1),11,25,4
건설ㆍ교통,서남로 사거리 횡단보도 문제 (1),11,25,4
건설ㆍ교통,가로등고장,11,25,4
건설ㆍ교통,가로등고장,11,25,4
건설ㆍ교통,출퇴근길 남광주시장 천변우로 불법 주정차 때문에 죽겠네요. (1),11,24,4
건설ㆍ교통,업무 담당 부재에 따른 사실 확인 등 불편,11,24,4
건설ㆍ교통,불법주정차입니다,11,23,4
건설ㆍ교통,불법주정차,11,23,4
건설ㆍ교통,불법주정차신고,11,22,4
건설ㆍ교통,방지턱이 필요합니다 (1),11,21,4
건설ㆍ교통,어린이보호구역 주정차,11,20,4
건설ㆍ교통,신호등 설치해주세요. (1),11,20,4
건설ㆍ교통,주정차 위반,11,20,4
건설ㆍ교통,주정차 위반,11,20,4
건설ㆍ교통,보안등교체,11,19,4
건설ㆍ교통,남초앞 막둥이회관 길 무단주차,11,19,4
건설ㆍ교통,대인교차로 지하보도 개선 요청,11,19,4
건설ㆍ교통,광주고등학교에서 좌회전 신호등 설치 여러차례 요청!! (2),11,18,4
건설ㆍ교통,불법주정차,11,18,4
건설ㆍ교통,인도 보도블록 하자,11,18,4
건설ㆍ교통,전남여고 후문앞 주차장,11,17,4
건설ㆍ교통,동구 두드림에 다시한번 두드립니다,11,17,4
건설ㆍ교통,불법 주정차,11,17,4
건설ㆍ교통,건설 레미콘 불법주차,11,17,4
건설ㆍ교통,보안등교체,11,16,4
건설ㆍ교통,가로등이게맞나요?,11,16,4
건설ㆍ교통,인도 통행 가능토록 부탁요,11,16,4
건설ㆍ교통,불법주차신고,11,16,4
건설ㆍ교통,끊어진 전선 및유실된 도로포장 (1),11,16,4
건설ㆍ교통,끊어진 전선 및유실된 도로포장 (1),11,15,4
건설ㆍ교통,가로등 전구 교체 의뢰,11,15,4
건설ㆍ교통,장애인 주차 불법,11,15,4
건설ㆍ교통,월남동 차고지 이전 진행사항,11,13,4
건설ㆍ교통,도로 파임 제보 (1),11,13,4
건설ㆍ교통,공사후 폐기물 처리 (2),11,13,4
건설ㆍ교통,무등육아원앞 인도 정비,11,13,4
건설ㆍ교통,차량 꼬리물기 단속요청 (1),11,12,4
건설ㆍ교통,세번째글..주차 단속 안합니까?,11,12,4
건설ㆍ교통,동구청 정문 화물연대 노조? 집회관련 (1),11,12,4
건설ㆍ교통,불법주차 신고합니다,11,11,4
건설ㆍ교통,불법 주정차 심각합니다.,11,10,4
건설ㆍ교통,두번째 글올립니다 주차단속좀 해주세요! (1),11,10,4
건설ㆍ교통,소태동 육교요,11,10,4
건설ㆍ교통,전동킥보드 인도 방치,11,10,4
건설ㆍ교통,불법주정차,11,10,4
건설ㆍ교통,남광주 시장쪽 병무청앞 도로,11,9,4
건설ㆍ교통,주차단속좀 해주시지요!,11,9,4
건설ㆍ교통,내남지구2차 진아리채 교차로 신호체계 개선 (1),11,6,4
건설ㆍ교통,불법주정차,11,5,4
건설ㆍ교통,불법주차 때문에 출퇴근 상황,11,4,4
건설ㆍ교통,에델바이스어린이집앞공사,11,4,4
건설ㆍ교통,자동차 민원 처리 과정,11,3,4
건설ㆍ교통,불법주정차,11,3,4
건설ㆍ교통,도로맨홀,11,3,4
건설ㆍ교통,광주역 부근 방향표시선 (1),11,2,4
건설ㆍ교통,보도적치물,11,2,4
건설ㆍ교통,푸른길 전동킥보드 규제,11,2,4
