자전거ID,출발시각,열2,열1,도착시각,출발보관대,도착보관대,사용시간,출발지,도착지
GJA-0111,20201030094715 ,20201030,94715,20201030095652 ,D-0039,D-0020,937,김대중컨벤션센터1,교보문고 앞
GJA-0059,20201030094828 ,20201030,94828,20201030100437 ,D-0020,D-0026,5609,교보문고 앞,한국투자증권 앞
GJA-0138,20201030100956 ,20201030,100956,20201030102827 ,D-0018,D-0040,1871,아웃백스테이크 앞,김대중컨벤션센타2
GJA-0152,20201030101048 ,20201030,101048,20201030132738 ,D-0018,D-0022,31690,아웃백스테이크 앞,상무역 5번 출구 앞
GJA-0116,20201030101507 ,20201030,101507,20201030102840 ,D-0020,D-0040,1333,교보문고 앞,김대중컨벤션센타2
GJA-0109,20201030101525 ,20201030,101525,20201030102830 ,D-0026,D-0040,1305,한국투자증권 앞,김대중컨벤션센타2
GJA-0005,20201030101641 ,20201030,101641,20201030102835 ,D-0026,D-0040,1194,한국투자증권 앞,김대중컨벤션센타2
GJA-0093,20201030111955 ,20201030,111955,20201030112740 ,D-0039,D-0022,785,김대중컨벤션센터1,상무역 5번 출구 앞
GJA-0046,20201030113407 ,20201030,113407,20201030114443 ,D-0049,D-0022,1036,로잔티움 오피스텔 앞,상무역 5번 출구 앞
GJA-0149,20201030120634 ,20201030,120634,20201030122621 ,D-0043,D-0040,1987,상무시민공원 화장실 입구,김대중컨벤션센타2
GJA-0019,20201030120642 ,20201030,120642,20201030133752 ,D-0043,D-0039,13110,상무시민공원 화장실 입구,김대중컨벤션센터1
GJA-0200,20201030121754 ,20201030,121754,20201030124317 ,D-0027,D-0029,2563,금호대우아파트 앞,현대아파트 옆
GJA-0068,20201030121946 ,20201030,121946,20201030135311 ,D-0043,D-0044,13365,상무시민공원 화장실 입구,상무시민공원 버스승강장
GJA-0063,20201030122024 ,20201030,122024,20201030133828 ,D-0043,D-0044,11804,상무시민공원 화장실 입구,상무시민공원 버스승강장
GJA-0161,20201030122825 ,20201030,122825,20201030123130 ,D-0012,D-0013,305,롯데마트 앞,현대해상 앞
GJA-0144,20201030123153 ,20201030,123153,20201030132419 ,D-0022,D-0049,9266,상무역 5번 출구 앞,로잔티움 오피스텔 앞
GJA-0017,20201030124156 ,20201030,124156,20201030132816 ,D-0004,D-0012,8660,시청 앞,롯데마트 앞
GJA-0161,20201030124320 ,20201030,124320,20201030124639 ,D-0013,D-0012,319,현대해상 앞,롯데마트 앞
GJA-0047,20201030131902 ,20201030,131902,20201030132710 ,D-0039,D-0022,808,김대중컨벤션센터1,상무역 5번 출구 앞
GJA-0116,20201030132013 ,20201030,132013,20201030132726 ,D-0040,D-0022,713,김대중컨벤션센타2,상무역 5번 출구 앞
GJA-0107,20201030132427 ,20201030,132427,20201030134919 ,D-0046,D-0039,2492,마륵역 앞,김대중컨벤션센터1
GJA-0001,20201030133317 ,20201030,133317,20201030133840 ,D-0022,D-0036,523,상무역 5번 출구 앞,해오리어린이공원 옆
GJA-0187,20201030135447 ,20201030,135447,20201030135936 ,D-0020,D-0036,489,교보문고 앞,해오리어린이공원 옆
GJA-0039,20201030143109 ,20201030,143109,20201030154353 ,D-0031,D-0021,11244,상무시민공원1,유안타증권 앞
GJA-0143,20201030143121 ,20201030,143121,20201030154335 ,D-0031,D-0020,11214,상무시민공원1,교보문고 앞
GJA-0038,20201030143213 ,20201030,143213,20201030144759 ,D-0000,D-0007,1546,광주시 111,KBS 앞
GJA-0133,20201030145527 ,20201030,145527,20201030150236 ,D-0031,D-0039,4709,상무시민공원1,김대중컨벤션센터1
GJA-0056,20201030145959 ,20201030,145959,20201030161055 ,D-0012,D-0031,15096,롯데마트 앞,상무시민공원1
GJA-0158,20201030152232 ,20201030,152232,20201030165931 ,D-0010,D-0020,13699,자생한방병원,교보문고 앞
GJA-0171,20201030152552 ,20201030,152552,20201030165941 ,D-0009,D-0020,13389,쉐보레 앞,교보문고 앞
GJA-0116,20201030154511 ,20201030,154511,20201030155909 ,D-0022,D-0039,1398,상무역 5번 출구 앞,김대중컨벤션센터1
GJA-0175,20201030154517 ,20201030,154517,20201030155848 ,D-0022,D-0039,1331,상무역 5번 출구 앞,김대중컨벤션센터1
GJA-0047,20201030154518 ,20201030,154518,20201030155850 ,D-0022,D-0039,1332,상무역 5번 출구 앞,김대중컨벤션센터1
GJA-0188,20201030154520 ,20201030,154520,20201030155906 ,D-0022,D-0039,1386,상무역 5번 출구 앞,김대중컨벤션센터1
GJA-0150,20201030154817 ,20201030,154817,20201030155043 ,D-0015,D-0027,226,한국은행 앞,금호대우아파트 앞
GJA-0152,20201030154954 ,20201030,154954,20201030155939 ,D-0022,D-0039,985,상무역 5번 출구 앞,김대중컨벤션센터1
GJA-0069,20201030161335 ,20201030,161335,20201030163700 ,D-0022,D-0025,2365,상무역 5번 출구 앞,계수초교 앞
GJA-0043,20201030163119 ,20201030,163119,20201030170050 ,D-0022,D-0026,6931,상무역 5번 출구 앞,한국투자증권 앞
GJA-0168,20201030163120 ,20201030,163120,20201030165521 ,D-0022,D-0026,2401,상무역 5번 출구 앞,한국투자증권 앞
GJA-0056,20201030165004 ,20201030,165004,20201030174522 ,D-0031,D-0022,9518,상무시민공원1,상무역 5번 출구 앞
GJA-0031,20201030165059 ,20201030,165059,20201030174534 ,D-0031,D-0022,9475,상무시민공원1,상무역 5번 출구 앞
GJA-0002,20201030165242 ,20201030,165242,20201030171239 ,D-0039,D-0040,5997,김대중컨벤션센터1,김대중컨벤션센타2
GJA-0185,20201030165306 ,20201030,165306,20201030172443 ,D-0020,D-0017,7137,교보문고 앞,센트럴시티 앞
GJA-0001,20201030165508 ,20201030,165508,20201030182308 ,D-0036,D-0039,16800,해오리어린이공원 옆,김대중컨벤션센터1
GJA-0095,20201030165756 ,20201030,165756,20201030175722 ,D-0000,D-0007,9966,광주시 111,KBS 앞
GJA-0148,20201030165832 ,20201030,165832,20201030172204 ,D-0009,D-0036,6372,쉐보레 앞,해오리어린이공원 옆
GJA-0051,20201030165938 ,20201030,165938,20201030172103 ,D-0004,D-0036,6165,시청 앞,해오리어린이공원 옆
GJA-0097,20201030170153 ,20201030,170153,20201030170636 ,D-0004,D-0049,483,시청 앞,로잔티움 오피스텔 앞
GJA-0110,20201030170256 ,20201030,170256,20201030175649 ,D-0026,D-0007,5393,한국투자증권 앞,KBS 앞
GJA-0093,20201030170418 ,20201030,170418,20201030171409 ,D-0022,D-0031,991,상무역 5번 출구 앞,상무시민공원1
GJA-0073,20201030171108 ,20201030,171108,20201030171507 ,D-0022,D-0018,399,상무역 5번 출구 앞,아웃백스테이크 앞
GJA-0124,20201030171351 ,20201030,171351,20201030172228 ,D-0022,D-0041,877,상무역 5번 출구 앞,금호쌍용아파트 202동 앞
GJA-0120,20201030172232 ,20201030,172232,20201030181843 ,D-0015,D-0017,9611,한국은행 앞,센트럴시티 앞
GJA-0191,20201030172850 ,20201030,172850,20201030173930 ,D-0019,D-0013,1080,메이루즈 앞,현대해상 앞
GJA-0154,20201030173137 ,20201030,173137,20201030173439 ,D-0029,D-0031,302,현대아파트 옆,상무시민공원1
GJA-0160,20201030174458 ,20201030,174458,20201030190702 ,D-0004,D-0035,16244,시청 앞,치평초교 앞
GJA-0198,20201030174839 ,20201030,174839,20201030190659 ,D-0004,D-0035,15820,시청 앞,치평초교 앞
GJA-0033,20201030175425 ,20201030,175425,20201030180325 ,D-0022,D-0034,4900,상무역 5번 출구 앞,치평동주민센터
GJA-0061,20201030180035 ,20201030,180035,20201030190704 ,D-0004,D-0035,10669,시청 앞,치평초교 앞
GJA-0172,20201030180450 ,20201030,180450,20201030181033 ,D-0043,D-0025,583,상무시민공원 화장실 입구,계수초교 앞
GJA-0146,20201030181034 ,20201030,181034,20201030191049 ,D-0009,D-0031,10015,쉐보레 앞,상무시민공원1
GJA-0016,20201030181035 ,20201030,181035,20201030182059 ,D-0020,D-0039,1024,교보문고 앞,김대중컨벤션센터1
GJA-0063,20201030181130 ,20201030,181130,20201030183100 ,D-0044,D-0018,1970,상무시민공원 버스승강장,아웃백스테이크 앞
GJA-0068,20201030181157 ,20201030,181157,20201030183110 ,D-0044,D-0020,1953,상무시민공원 버스승강장,교보문고 앞
GJA-0131,20201030181416 ,20201030,181416,20201030191106 ,D-0000,D-0031,9690,광주시 111,상무시민공원1
GJA-0188,20201030182424 ,20201030,182424,20201030182759 ,D-0039,D-0035,335,김대중컨벤션센터1,치평초교 앞
GJA-0135,20201030182447 ,20201030,182447,20201030194711 ,D-0026,D-0021,12264,한국투자증권 앞,유안타증권 앞
GJA-0043,20201030182534 ,20201030,182534,20201030194728 ,D-0000,D-0020,12194,광주시 111,교보문고 앞
GJA-0097,20201030182559 ,20201030,182559,20201030182933 ,D-0049,D-0014,374,로잔티움 오피스텔 앞,의회동 앞
GJA-0169,20201030183309 ,20201030,183309,20201030184345 ,D-0013,D-0031,1036,현대해상 앞,상무시민공원1
GJA-0171,20201030184412 ,20201030,184412,20201030190140 ,D-0020,D-0009,5728,교보문고 앞,쉐보레 앞
GJA-0158,20201030184711 ,20201030,184711,20201030190155 ,D-0020,D-0009,5444,교보문고 앞,쉐보레 앞
GJA-0077,20201030193739 ,20201030,193739,20201030194620 ,D-0022,D-0025,881,상무역 5번 출구 앞,계수초교 앞
GJA-0016,20201030193943 ,20201030,193943,20201030202538 ,D-0039,D-0022,8595,김대중컨벤션센터1,상무역 5번 출구 앞
GJA-0056,20201030193951 ,20201030,193951,20201030200630 ,D-0022,D-0035,6679,상무역 5번 출구 앞,치평초교 앞
GJA-0091,20201030194012 ,20201030,194012,20201030201624 ,D-0039,D-0014,7612,김대중컨벤션센터1,의회동 앞
GJA-0058,20201030194500 ,20201030,194500,20201030201324 ,D-0031,D-0006,6824,상무시민공원1,우체국 건너편
GJA-0053,20201030194804 ,20201030,194804,20201030200526 ,D-0022,D-0004,5722,상무역 5번 출구 앞,시청 앞
GJA-0012,20201030194902 ,20201030,194902,20201030200526 ,D-0022,D-0004,5624,상무역 5번 출구 앞,시청 앞
GJA-0031,20201030194903 ,20201030,194903,20201030200520 ,D-0022,D-0004,5617,상무역 5번 출구 앞,시청 앞
GJA-0097,20201030194922 ,20201030,194922,20201030195152 ,D-0014,D-0004,230,의회동 앞,시청 앞
GJA-0174,20201030195055 ,20201030,195055,20201030211242 ,D-0019,D-0022,16187,메이루즈 앞,상무역 5번 출구 앞
GJA-0010,20201030195437 ,20201030,195437,20201030212326 ,D-0027,D-0043,16889,금호대우아파트 앞,상무시민공원 화장실 입구
GJA-0150,20201030195536 ,20201030,195536,20201030212332 ,D-0027,D-0043,16796,금호대우아파트 앞,상무시민공원 화장실 입구
GJA-0110,20201030200408 ,20201030,200408,20201030210128 ,D-0007,D-0031,9720,KBS 앞,상무시민공원1
GJA-0157,20201030200604 ,20201030,200604,20201030210119 ,D-0007,D-0031,9515,KBS 앞,상무시민공원1
GJA-0025,20201030201309 ,20201030,201309,20201030215807 ,D-0014,D-0004,14498,의회동 앞,시청 앞
GJA-0076,20201030201322 ,20201030,201322,20201030215805 ,D-0014,D-0004,14483,의회동 앞,시청 앞
GJA-0166,20201030201820 ,20201030,201820,20201030202901 ,D-0034,D-0012,1081,치평동주민센터,롯데마트 앞
GJA-0144,20201030202204 ,20201030,202204,20201030202911 ,D-0049,D-0009,707,로잔티움 오피스텔 앞,쉐보레 앞
GJA-0171,20201030204736 ,20201030,204736,20201030220720 ,D-0009,D-0022,15984,쉐보레 앞,상무역 5번 출구 앞
GJA-0158,20201030204747 ,20201030,204747,20201030220719 ,D-0009,D-0022,15972,쉐보레 앞,상무역 5번 출구 앞
GJA-0091,20201030210008 ,20201030,210008,20201030210343 ,D-0014,D-0026,335,의회동 앞,한국투자증권 앞
GJA-0021,20201031074613 ,20201031,74613,20201031094807 ,D-0014,D-0019,20194,의회동 앞,메이루즈 앞
GJA-0166,20201031080103 ,20201031,80103,20201031081006 ,D-0012,D-0034,903,롯데마트 앞,치평동주민센터
GJA-0144,20201031084657 ,20201031,84657,20201031085235 ,D-0009,D-0016,578,쉐보레 앞,메가커피 앞
GJA-0036,20201031090407 ,20201031,90407,20201031090823 ,D-0024,D-0027,416,세정아울렛 앞,금호대우아파트 앞
GJA-0130,20201031091639 ,20201031,91639,20201031092331 ,D-0012,D-0027,692,롯데마트 앞,금호대우아파트 앞
GJA-0133,20201031101519 ,20201031,101519,20201031102118 ,D-0039,D-0022,599,김대중컨벤션센터1,상무역 5번 출구 앞
GJA-0187,20201031110208 ,20201031,110208,20201031111327 ,D-0036,D-0043,1119,해오리어린이공원 옆,상무시민공원 화장실 입구
GJA-0162,20201031112047 ,20201031,112047,20201031120517 ,D-0025,D-0049,8470,계수초교 앞,로잔티움 오피스텔 앞
GJA-0069,20201031113306 ,20201031,113306,20201031132914 ,D-0025,D-0029,19608,계수초교 앞,현대아파트 옆
GJA-0105,20201031113447 ,20201031,113447,20201031114034 ,D-0026,D-0025,587,한국투자증권 앞,계수초교 앞
GJA-0056,20201031113601 ,20201031,113601,20201031120414 ,D-0035,D-0020,6813,치평초교 앞,교보문고 앞
GJA-0016,20201031113644 ,20201031,113644,20201031114330 ,D-0022,D-0020,686,상무역 5번 출구 앞,교보문고 앞
GJA-0124,20201031113825 ,20201031,113825,20201031124651 ,D-0041,D-0031,10826,금호쌍용아파트 202동 앞,상무시민공원1
GJA-0190,20201031114127 ,20201031,114127,20201031130525 ,D-0013,D-0014,16398,현대해상 앞,의회동 앞
GJA-0119,20201031114207 ,20201031,114207,20201031115858 ,D-0018,D-0014,1651,아웃백스테이크 앞,의회동 앞
GJA-0094,20201031114237 ,20201031,114237,20201031132916 ,D-0025,D-0029,18679,계수초교 앞,현대아파트 옆
GJA-0140,20201031114811 ,20201031,114811,20201031120413 ,D-0004,D-0012,5602,시청 앞,롯데마트 앞
GJA-0122,20201031114956 ,20201031,114956,20201031120402 ,D-0000,D-0012,5446,광주시 111,롯데마트 앞
GJA-0171,20201031115537 ,20201031,115537,20201031123320 ,D-0022,D-0018,7783,상무역 5번 출구 앞,아웃백스테이크 앞
GJA-0046,20201031115538 ,20201031,115538,20201031123225 ,D-0022,D-0020,7687,상무역 5번 출구 앞,교보문고 앞
GJA-0170,20201031120152 ,20201031,120152,20201031132918 ,D-0025,D-0029,12766,계수초교 앞,현대아파트 옆
GJA-0150,20201031120423 ,20201031,120423,20201031131335 ,D-0043,D-0046,10912,상무시민공원 화장실 입구,마륵역 앞
GJA-0088,20201031120705 ,20201031,120705,20201031131319 ,D-0043,D-0046,10614,상무시민공원 화장실 입구,마륵역 앞
GJA-0146,20201031121441 ,20201031,121441,20201031122156 ,D-0031,D-0020,715,상무시민공원1,교보문고 앞
GJA-0086,20201031123145 ,20201031,123145,20201031123710 ,D-0007,D-0026,565,KBS 앞,한국투자증권 앞
GJA-0056,20201031125336 ,20201031,125336,20201031132506 ,D-0020,D-0021,7170,교보문고 앞,유안타증권 앞
GJA-0059,20201031130535 ,20201031,130535,20201031151115 ,D-0026,D-0035,20580,한국투자증권 앞,치평초교 앞
GJA-0119,20201031131405 ,20201031,131405,20201031132043 ,D-0014,D-0016,638,의회동 앞,메가커피 앞
GJA-0065,20201031132436 ,20201031,132436,20201031134012 ,D-0022,D-0034,1576,상무역 5번 출구 앞,치평동주민센터
GJA-0184,20201031134001 ,20201031,134001,20201031134903 ,D-0014,D-0020,902,의회동 앞,교보문고 앞
GJA-0076,20201031134556 ,20201031,134556,20201031151238 ,D-0004,D-0031,16682,시청 앞,상무시민공원1
GJA-0072,20201031134559 ,20201031,134559,20201031151249 ,D-0004,D-0031,16690,시청 앞,상무시민공원1
GJA-0130,20201031135117 ,20201031,135117,20201031140851 ,D-0027,D-0020,5734,금호대우아파트 앞,교보문고 앞
GJA-0159,20201031140622 ,20201031,140622,20201031151503 ,D-0031,D-0039,10881,상무시민공원1,김대중컨벤션센터1
GJA-0079,20201031140634 ,20201031,140634,20201031151457 ,D-0031,D-0039,10823,상무시민공원1,김대중컨벤션센터1
GJA-0034,20201031141700 ,20201031,141700,20201031154828 ,D-0009,D-0046,13128,쉐보레 앞,마륵역 앞
GJA-0140,20201031141802 ,20201031,141802,20201031154844 ,D-0012,D-0046,13042,롯데마트 앞,마륵역 앞
GJA-0003,20201031145328 ,20201031,145328,20201031162542 ,D-0009,D-0014,17214,쉐보레 앞,의회동 앞
GJA-0077,20201031145547 ,20201031,145547,20201031151648 ,D-0025,D-0015,6101,계수초교 앞,한국은행 앞
GJA-0010,20201031150615 ,20201031,150615,20201031161840 ,D-0043,D-0004,11225,상무시민공원 화장실 입구,시청 앞
GJA-0102,20201031150746 ,20201031,150746,20201031163947 ,D-0007,D-0031,13201,KBS 앞,상무시민공원1
GJA-0114,20201031150824 ,20201031,150824,20201031163929 ,D-0007,D-0031,13105,KBS 앞,상무시민공원1
GJA-0011,20201031150837 ,20201031,150837,20201031161845 ,D-0043,D-0004,11008,상무시민공원 화장실 입구,시청 앞
GJA-0145,20201031151940 ,20201031,151940,20201031195009 ,D-0000,D-0039,43069,광주시 111,김대중컨벤션센터1
GJA-0152,20201031153209 ,20201031,153209,20201031162843 ,D-0039,D-0031,9634,김대중컨벤션센터1,상무시민공원1
GJA-0053,20201031153536 ,20201031,153536,20201031154828 ,D-0004,D-0006,1292,시청 앞,우체국 건너편
GJA-0089,20201031154222 ,20201031,154222,20201031181526 ,D-0004,D-0014,27304,시청 앞,의회동 앞
GJA-0018,20201031154603 ,20201031,154603,20201031181552 ,D-0004,D-0014,26949,시청 앞,의회동 앞
GJA-0063,20201031155856 ,20201031,155856,20201031170804 ,D-0018,D-0020,14948,아웃백스테이크 앞,교보문고 앞
GJA-0181,20201031160005 ,20201031,160005,20201031170817 ,D-0018,D-0020,10812,아웃백스테이크 앞,교보문고 앞
GJA-0054,20201031160242 ,20201031,160242,20201031170530 ,D-0022,D-0029,10288,상무역 5번 출구 앞,현대아파트 옆
GJA-0027,20201031160328 ,20201031,160328,20201031170529 ,D-0015,D-0029,10201,한국은행 앞,현대아파트 옆
GJA-0158,20201031160427 ,20201031,160427,20201031160747 ,D-0022,D-0020,320,상무역 5번 출구 앞,교보문고 앞
GJA-0092,20201031160632 ,20201031,160632,20201031162243 ,D-0006,D-0009,1611,우체국 건너편,쉐보레 앞
GJA-0050,20201031161205 ,20201031,161205,20201031163342 ,D-0012,D-0006,2137,롯데마트 앞,우체국 건너편
GJA-0177,20201031161257 ,20201031,161257,20201031165810 ,D-0014,D-0017,4553,의회동 앞,센트럴시티 앞
GJA-0103,20201031161302 ,20201031,161302,20201031165810 ,D-0014,D-0004,4508,의회동 앞,시청 앞
GJA-0125,20201031162303 ,20201031,162303,20201031173944 ,D-0031,D-0055,11641,상무시민공원1,공연마루 입구
GJA-0167,20201031162338 ,20201031,162338,20201031163227 ,D-0026,D-0016,889,한국투자증권 앞,메가커피 앞
GJA-0093,20201031162352 ,20201031,162352,20201031164226 ,D-0031,D-0034,1874,상무시민공원1,치평동주민센터
GJA-0040,20201031163317 ,20201031,163317,20201031170752 ,D-0014,D-0043,7435,의회동 앞,상무시민공원 화장실 입구
GJA-0134,20201031164052 ,20201031,164052,20201031165011 ,D-0017,D-0012,959,센트럴시티 앞,롯데마트 앞
GJA-0193,20201031164213 ,20201031,164213,20201031170757 ,D-0014,D-0043,6544,의회동 앞,상무시민공원 화장실 입구
GJA-0086,20201031164744 ,20201031,164744,20201031170224 ,D-0026,D-0019,5480,한국투자증권 앞,메이루즈 앞
GJA-0183,20201031164753 ,20201031,164753,20201031170219 ,D-0026,D-0019,5466,한국투자증권 앞,메이루즈 앞
GJA-0130,20201031165014 ,20201031,165014,20201031170301 ,D-0020,D-0027,5287,교보문고 앞,금호대우아파트 앞
GJA-0091,20201031171408 ,20201031,171408,20201031172522 ,D-0026,D-0006,1114,한국투자증권 앞,우체국 건너편
GJA-0185,20201031171837 ,20201031,171837,20201031172122 ,D-0017,D-0015,285,센트럴시티 앞,한국은행 앞
GJA-0033,20201031173539 ,20201031,173539,20201031185849 ,D-0034,D-0031,12310,치평동주민센터,상무시민공원1
GJA-0016,20201031174403 ,20201031,174403,20201031174832 ,D-0020,D-0021,429,교보문고 앞,유안타증권 앞
GJA-0095,20201031174813 ,20201031,174813,20201031184353 ,D-0007,D-0027,9540,KBS 앞,금호대우아파트 앞
GJA-0098,20201031174954 ,20201031,174954,20201031184420 ,D-0007,D-0027,9466,KBS 앞,금호대우아파트 앞
GJA-0174,20201031175701 ,20201031,175701,20201031185910 ,D-0022,D-0007,10209,상무역 5번 출구 앞,KBS 앞
GJA-0165,20201031175816 ,20201031,175816,20201031185912 ,D-0012,D-0007,10096,롯데마트 앞,KBS 앞
GJA-0010,20201031175953 ,20201031,175953,20201031191955 ,D-0004,D-0007,16002,시청 앞,KBS 앞
GJA-0031,20201031180057 ,20201031,180057,20201031192006 ,D-0004,D-0007,11949,시청 앞,KBS 앞
GJA-0127,20201031180138 ,20201031,180138,20201031180805 ,D-0034,D-0029,667,치평동주민센터,현대아파트 옆
GJA-0085,20201031182126 ,20201031,182126,20201031192757 ,D-0039,D-0040,10631,김대중컨벤션센터1,김대중컨벤션센타2
GJA-0016,20201031182604 ,20201031,182604,20201031183648 ,D-0021,D-0007,1044,유안타증권 앞,KBS 앞
GJA-0055,20201031182935 ,20201031,182935,20201031195919 ,D-0046,D-0031,12984,마륵역 앞,상무시민공원1
GJA-0140,20201031182937 ,20201031,182937,20201031195929 ,D-0046,D-0031,12992,마륵역 앞,상무시민공원1
GJA-0128,20201031184818 ,20201031,184818,20201031195633 ,D-0012,D-0007,10815,롯데마트 앞,KBS 앞
GJA-0053,20201031184934 ,20201031,184934,20201031195636 ,D-0006,D-0007,10702,우체국 건너편,KBS 앞
GJA-0124,20201031190104 ,20201031,190104,20201031200441 ,D-0031,D-0018,10337,상무시민공원1,아웃백스테이크 앞
GJA-0134,20201031190502 ,20201031,190502,20201031192449 ,D-0012,D-0025,1947,롯데마트 앞,계수초교 앞
GJA-0084,20201031193425 ,20201031,193425,20201031201652 ,D-0012,D-0013,8227,롯데마트 앞,현대해상 앞
GJA-0007,20201031194243 ,20201031,194243,20201031201700 ,D-0012,D-0013,7457,롯데마트 앞,현대해상 앞
GJA-0108,20201031195324 ,20201031,195324,20201031195913 ,D-0022,D-0018,589,상무역 5번 출구 앞,아웃백스테이크 앞
GJA-0099,20201031201415 ,20201031,201415,20201031202318 ,D-0034,D-0012,903,치평동주민센터,롯데마트 앞
GJA-0159,20201031201907 ,20201031,201907,20201031204120 ,D-0039,D-0035,2213,김대중컨벤션센터1,치평초교 앞
GJA-0034,20201031202615 ,20201031,202615,20201031214426 ,D-0046,D-0020,11811,마륵역 앞,교보문고 앞
GJA-0197,20201031204253 ,20201031,204253,20201031205405 ,D-0036,D-0018,1152,해오리어린이공원 옆,아웃백스테이크 앞
GJA-0072,20201031205440 ,20201031,205440,20201031214617 ,D-0031,D-0043,9177,상무시민공원1,상무시민공원 화장실 입구
GJA-0047,20201031205529 ,20201031,205529,20201031214612 ,D-0031,D-0043,9083,상무시민공원1,상무시민공원 화장실 입구
GJA-0103,20201031205554 ,20201031,205554,20201031220400 ,D-0004,D-0017,14846,시청 앞,센트럴시티 앞
GJA-0164,20201101103608 ,20201101,103608,20201101104026 ,D-0025,D-0020,418,계수초교 앞,교보문고 앞
GJA-0106,20201101111849 ,20201101,111849,20201101113302 ,D-0018,D-0020,1453,아웃백스테이크 앞,교보문고 앞
GJA-0095,20201101121348 ,20201101,121348,20201101122213 ,D-0027,D-0022,865,금호대우아파트 앞,상무역 5번 출구 앞
GJA-0164,20201101134304 ,20201101,134304,20201101151123 ,D-0020,D-0021,16819,교보문고 앞,유안타증권 앞
GJA-0180,20201101144006 ,20201101,144006,20201101154854 ,D-0004,D-0006,10848,시청 앞,우체국 건너편
GJA-0011,20201101144621 ,20201101,144621,20201101154851 ,D-0004,D-0006,10230,시청 앞,우체국 건너편
GJA-0069,20201101151555 ,20201101,151555,20201101152803 ,D-0029,D-0020,1248,현대아파트 옆,교보문고 앞
GJA-0130,20201101160603 ,20201101,160603,20201101161915 ,D-0027,D-0022,1312,금호대우아파트 앞,상무역 5번 출구 앞
GJA-0069,20201101160737 ,20201101,160737,20201101163142 ,D-0020,D-0027,2405,교보문고 앞,금호대우아파트 앞
GJA-0130,20201101162908 ,20201101,162908,20201101164533 ,D-0022,D-0027,1625,상무역 5번 출구 앞,금호대우아파트 앞
GJA-0110,20201101164333 ,20201101,164333,20201101170744 ,D-0031,D-0034,6411,상무시민공원1,치평동주민센터
GJA-0135,20201101165329 ,20201101,165329,20201101170223 ,D-0022,D-0018,4894,상무역 5번 출구 앞,아웃백스테이크 앞
GJA-0028,20201101165332 ,20201101,165332,20201101170223 ,D-0022,D-0020,4891,상무역 5번 출구 앞,교보문고 앞
GJA-0093,20201101175421 ,20201101,175421,20201101180228 ,D-0034,D-0022,4807,치평동주민센터,상무역 5번 출구 앞
GJA-0171,20201101194233 ,20201101,194233,20201101210120 ,D-0020,D-0031,15887,교보문고 앞,상무시민공원1
GJA-0028,20201101195722 ,20201101,195722,20201101210134 ,D-0020,D-0031,14412,교보문고 앞,상무시민공원1
GJA-0070,20201101200729 ,20201101,200729,20201101201444 ,D-0035,D-0025,715,치평초교 앞,계수초교 앞
GJA-0164,20201102073110 ,20201102,73110,20201102073621 ,D-0021,D-0013,511,유안타증권 앞,현대해상 앞
GJA-0001,20201102074411 ,20201102,74411,20201102075201 ,D-0039,D-0031,790,김대중컨벤션센터1,상무시민공원1
GJA-0200,20201102075900 ,20201102,75900,20201102080730 ,D-0029,D-0022,4830,현대아파트 옆,상무역 5번 출구 앞
GJA-0028,20201102082618 ,20201102,82618,20201102083055 ,D-0031,D-0013,437,상무시민공원1,현대해상 앞
GJA-0098,20201102083151 ,20201102,83151,20201102083931 ,D-0027,D-0033,780,금호대우아파트 앞,상무골프연습장 앞
GJA-0077,20201102083554 ,20201102,83554,20201102084442 ,D-0015,D-0022,888,한국은행 앞,상무역 5번 출구 앞
GJA-0021,20201102084044 ,20201102,84044,20201102084617 ,D-0006,D-0007,573,우체국 건너편,KBS 앞
GJA-0123,20201102084436 ,20201102,84436,20201102084931 ,D-0031,D-0013,495,상무시민공원1,현대해상 앞
GJA-0145,20201102090121 ,20201102,90121,20201102091151 ,D-0039,D-0018,1030,김대중컨벤션센터1,아웃백스테이크 앞
GJA-0086,20201102090446 ,20201102,90446,20201102091643 ,D-0019,D-0049,1197,메이루즈 앞,로잔티움 오피스텔 앞
GJA-0172,20201102090830 ,20201102,90830,20201102091352 ,D-0025,D-0022,522,계수초교 앞,상무역 5번 출구 앞
GJA-0024,20201102092159 ,20201102,92159,20201102092858 ,D-0025,D-0022,699,계수초교 앞,상무역 5번 출구 앞
GJA-0059,20201102093043 ,20201102,93043,20201102093816 ,D-0035,D-0018,773,치평초교 앞,아웃백스테이크 앞
GJA-0190,20201102102855 ,20201102,102855,20201102104732 ,D-0014,D-0006,1877,의회동 앞,우체국 건너편
GJA-0001,20201102114245 ,20201102,114245,20201102124345 ,D-0031,D-0033,10100,상무시민공원1,상무골프연습장 앞
GJA-0186,20201102115114 ,20201102,115114,20201102123256 ,D-0034,D-0022,8142,치평동주민센터,상무역 5번 출구 앞
GJA-0065,20201102115757 ,20201102,115757,20201102120208 ,D-0034,D-0021,4451,치평동주민센터,유안타증권 앞
GJA-0172,20201102120817 ,20201102,120817,20201102125344 ,D-0022,D-0019,4527,상무역 5번 출구 앞,메이루즈 앞
GJA-0090,20201102120823 ,20201102,120823,20201102125255 ,D-0022,D-0019,4432,상무역 5번 출구 앞,메이루즈 앞
GJA-0097,20201102122501 ,20201102,122501,20201102123225 ,D-0004,D-0009,724,시청 앞,쉐보레 앞
