자전거ID,출발시각,열2,열1,도착시각,출발보관대,도착보관대,사용시간,출발지,도착지
GJA-0141,20200701082504 ,20200701,82504,20200701083128 ,D-0021,D-0022,624,유안타증권 앞,상무역 5번 출구 앞
GJA-0073,20200701112145 ,20200701,112145,20200701122435 ,D-0020,D-0015,10290,교보문고 앞,한국은행 앞
GJA-0169,20200701113432 ,20200701,113432,20200701114431 ,D-0018,D-0020,999,아웃백스테이크 앞,교보문고 앞
GJA-0183,20200701114006 ,20200701,114006,20200701115905 ,D-0018,D-0020,1899,아웃백스테이크 앞,교보문고 앞
GJA-0166,20200701124544 ,20200701,124544,20200701125442 ,D-0018,D-0035,898,아웃백스테이크 앞,치평초교 앞
GJA-0073,20200701134232 ,20200701,134232,20200701144258 ,D-0015,D-0018,10026,한국은행 앞,아웃백스테이크 앞
GJA-0105,20200701140048 ,20200701,140048,20200701141849 ,D-0021,D-0052,1801,유안타증권 앞,518자유공원 승강장 옆
GJA-0121,20200701141001 ,20200701,141001,20200701145333 ,D-0021,D-0042,4332,유안타증권 앞,금호쌍용아파트 앞
GJA-0120,20200701141013 ,20200701,141013,20200701145445 ,D-0021,D-0042,4432,유안타증권 앞,금호쌍용아파트 앞
GJA-0045,20200701141244 ,20200701,141244,20200701151417 ,D-0007,D-0009,10173,KBS 앞,쉐보레 앞
GJA-0195,20200701145709 ,20200701,145709,20200701172620 ,D-0022,D-0034,26911,상무역 5번 출구 앞,치평동주민센터
GJA-0103,20200701150454 ,20200701,150454,20200701163733 ,D-0023,D-0022,13279,sm 미 성형외과 앞,상무역 5번 출구 앞
GJA-0188,20200701153803 ,20200701,153803,20200701154126 ,D-0014,D-0015,323,의회동 앞,한국은행 앞
GJA-0058,20200701164411 ,20200701,164411,20200701171141 ,D-0004,D-0009,6730,시청 앞,쉐보레 앞
GJA-0024,20200701170427 ,20200701,170427,20200701174805 ,D-0004,D-0014,4378,시청 앞,의회동 앞
GJA-0050,20200701172006 ,20200701,172006,20200701174629 ,D-0043,D-0006,2623,상무시민공원 화장실 입구,우체국 건너편
GJA-0183,20200701173541 ,20200701,173541,20200701174647 ,D-0020,D-0018,1106,교보문고 앞,아웃백스테이크 앞
GJA-0167,20200701173844 ,20200701,173844,20200701175131 ,D-0020,D-0039,1287,교보문고 앞,김대중컨벤션센터1
GJA-0070,20200701180810 ,20200701,180810,20200701182319 ,D-0014,D-0022,1509,의회동 앞,상무역 5번 출구 앞
GJA-0109,20200701181709 ,20200701,181709,20200701190735 ,D-0000,D-0009,9026,광주시 111,쉐보레 앞
GJA-0182,20200701181731 ,20200701,181731,20200701181932 ,D-0023,D-0022,201,sm 미 성형외과 앞,상무역 5번 출구 앞
GJA-0177,20200701182006 ,20200701,182006,20200701183904 ,D-0039,D-0020,1898,김대중컨벤션센터1,교보문고 앞
GJA-0106,20200701182014 ,20200701,182014,20200701183913 ,D-0000,D-0020,1899,광주시 111,교보문고 앞
GJA-0131,20200701182519 ,20200701,182519,20200701184028 ,D-0023,D-0034,1509,sm 미 성형외과 앞,치평동주민센터
GJA-0026,20200701182754 ,20200701,182754,20200701184401 ,D-0004,D-0022,1647,시청 앞,상무역 5번 출구 앞
GJA-0111,20200701183739 ,20200701,183739,20200701190124 ,D-0039,D-0012,6385,김대중컨벤션센터1,롯데마트 앞
GJA-0169,20200701184210 ,20200701,184210,20200701190028 ,D-0020,D-0036,5818,교보문고 앞,해오리어린이공원 옆
GJA-0188,20200701185912 ,20200701,185912,20200701190050 ,D-0049,D-0022,4138,로잔티움 오피스텔 앞,상무역 5번 출구 앞
GJA-0074,20200701192711 ,20200701,192711,20200701193644 ,D-0014,D-0006,933,의회동 앞,우체국 건너편
GJA-0167,20200701192847 ,20200701,192847,20200701194905 ,D-0040,D-0020,2058,김대중컨벤션센타2,교보문고 앞
GJA-0169,20200701200739 ,20200701,200739,20200701202438 ,D-0036,D-0022,1699,해오리어린이공원 옆,상무역 5번 출구 앞
GJA-0167,20200701204328 ,20200701,204328,20200701220704 ,D-0020,D-0022,16376,교보문고 앞,상무역 5번 출구 앞
GJA-0190,20200702083727 ,20200702,83727,20200702090944 ,D-0022,D-0018,7217,상무역 5번 출구 앞,아웃백스테이크 앞
GJA-0120,20200702093313 ,20200702,93313,20200702100131 ,D-0000,D-0020,6818,광주시 111,교보문고 앞
GJA-0129,20200702100053 ,20200702,100053,20200702102211 ,D-0009,D-0039,2158,쉐보레 앞,김대중컨벤션센터1
GJA-0045,20200702100512 ,20200702,100512,20200702102210 ,D-0009,D-0039,1698,쉐보레 앞,김대중컨벤션센터1
GJA-0109,20200702100843 ,20200702,100843,20200702102414 ,D-0009,D-0039,1571,쉐보레 앞,김대중컨벤션센터1
GJA-0077,20200702105911 ,20200702,105911,20200702110631 ,D-0022,D-0034,4720,상무역 5번 출구 앞,치평동주민센터
GJA-0122,20200702112109 ,20200702,112109,20200702115149 ,D-0040,D-0020,3040,김대중컨벤션센타2,교보문고 앞
GJA-0182,20200702114617 ,20200702,114617,20200702124327 ,D-0022,D-0004,9710,상무역 5번 출구 앞,시청 앞
GJA-0050,20200702124132 ,20200702,124132,20200702130201 ,D-0006,D-0015,6069,우체국 건너편,한국은행 앞
GJA-0075,20200702124151 ,20200702,124151,20200702124845 ,D-0014,D-0004,694,의회동 앞,시청 앞
GJA-0098,20200702131215 ,20200702,131215,20200702135105 ,D-0031,D-0044,3890,상무시민공원1,상무시민공원 버스승강장
GJA-0189,20200702132739 ,20200702,132739,20200702144253 ,D-0014,D-0031,11514,의회동 앞,상무시민공원1
GJA-0129,20200702132744 ,20200702,132744,20200702134417 ,D-0039,D-0022,1673,김대중컨벤션센터1,상무역 5번 출구 앞
GJA-0190,20200702134756 ,20200702,134756,20200702140354 ,D-0018,D-0039,5598,아웃백스테이크 앞,김대중컨벤션센터1
GJA-0195,20200702140946 ,20200702,140946,20200702162113 ,D-0034,D-0054,21167,치평동주민센터,일가정양립지원본부
GJA-0167,20200702150352 ,20200702,150352,20200702160252 ,D-0022,D-0039,9900,상무역 5번 출구 앞,김대중컨벤션센터1
GJA-0173,20200702150852 ,20200702,150852,20200702152922 ,D-0012,D-0039,2070,롯데마트 앞,김대중컨벤션센터1
GJA-0156,20200702151617 ,20200702,151617,20200702153125 ,D-0039,D-0022,1508,김대중컨벤션센터1,상무역 5번 출구 앞
GJA-0045,20200702151622 ,20200702,151622,20200702153125 ,D-0039,D-0022,1503,김대중컨벤션센터1,상무역 5번 출구 앞
GJA-0113,20200702151651 ,20200702,151651,20200702153137 ,D-0039,D-0022,1486,김대중컨벤션센터1,상무역 5번 출구 앞
GJA-0140,20200702152210 ,20200702,152210,20200702153127 ,D-0039,D-0036,917,김대중컨벤션센터1,해오리어린이공원 옆
GJA-0128,20200702152334 ,20200702,152334,20200702153828 ,D-0040,D-0043,1494,김대중컨벤션센타2,상무시민공원 화장실 입구
GJA-0142,20200702152904 ,20200702,152904,20200702153821 ,D-0039,D-0043,917,김대중컨벤션센터1,상무시민공원 화장실 입구
GJA-0188,20200702154419 ,20200702,154419,20200702164828 ,D-0039,D-0013,10409,김대중컨벤션센터1,현대해상 앞
GJA-0138,20200702154900 ,20200702,154900,20200702161231 ,D-0021,D-0036,6331,유안타증권 앞,해오리어린이공원 옆
GJA-0129,20200702155502 ,20200702,155502,20200702161222 ,D-0022,D-0036,5720,상무역 5번 출구 앞,해오리어린이공원 옆
GJA-0162,20200702160100 ,20200702,160100,20200702170114 ,D-0039,D-0007,10014,김대중컨벤션센터1,KBS 앞
GJA-0026,20200702160347 ,20200702,160347,20200702162619 ,D-0043,D-0027,2272,상무시민공원 화장실 입구,금호대우아파트 앞
GJA-0196,20200702162928 ,20200702,162928,20200702163336 ,D-0043,D-0040,408,상무시민공원 화장실 입구,김대중컨벤션센타2
GJA-0189,20200702162930 ,20200702,162930,20200702163336 ,D-0043,D-0040,406,상무시민공원 화장실 입구,김대중컨벤션센타2
GJA-0189,20200702163557 ,20200702,163557,20200702165325 ,D-0040,D-0020,1768,김대중컨벤션센타2,교보문고 앞
GJA-0196,20200702163909 ,20200702,163909,20200702165343 ,D-0040,D-0020,1434,김대중컨벤션센타2,교보문고 앞
GJA-0190,20200702165027 ,20200702,165027,20200702165624 ,D-0039,D-0013,597,김대중컨벤션센터1,현대해상 앞
GJA-0024,20200702165452 ,20200702,165452,20200702171546 ,D-0014,D-0012,6094,의회동 앞,롯데마트 앞
GJA-0032,20200702165855 ,20200702,165855,20200702181207 ,D-0020,D-0034,15352,교보문고 앞,치평동주민센터
GJA-0200,20200702171011 ,20200702,171011,20200702172505 ,D-0039,D-0020,1494,김대중컨벤션센터1,교보문고 앞
GJA-0095,20200702173456 ,20200702,173456,20200702191140 ,D-0039,D-0018,17684,김대중컨벤션센터1,아웃백스테이크 앞
GJA-0089,20200702180458 ,20200702,180458,20200702182104 ,D-0004,D-0022,1646,시청 앞,상무역 5번 출구 앞
GJA-0153,20200702183746 ,20200702,183746,20200702185614 ,D-0007,D-0016,1868,KBS 앞,메가커피 앞
GJA-0160,20200702184135 ,20200702,184135,20200702185142 ,D-0007,D-0027,1007,KBS 앞,금호대우아파트 앞
GJA-0027,20200702190437 ,20200702,190437,20200702200758 ,D-0015,D-0020,10321,한국은행 앞,교보문고 앞
GJA-0050,20200702190811 ,20200702,190811,20200702200754 ,D-0015,D-0020,9943,한국은행 앞,교보문고 앞
GJA-0195,20200702193014 ,20200702,193014,20200702203410 ,D-0000,D-0034,10396,광주시 111,치평동주민센터
GJA-0192,20200703144024 ,20200703,144024,20200703144227 ,D-0015,D-0026,203,한국은행 앞,한국투자증권 앞
GJA-0056,20200703150805 ,20200703,150805,20200703151543 ,D-0031,D-0032,738,상무시민공원1,상무시민공원2
GJA-0141,20200703150838 ,20200703,150838,20200703160144 ,D-0022,D-0034,9306,상무역 5번 출구 앞,치평동주민센터
GJA-0114,20200703160329 ,20200703,160329,20200703163016 ,D-0039,D-0012,2687,김대중컨벤션센터1,롯데마트 앞
GJA-0162,20200703160549 ,20200703,160549,20200703162759 ,D-0007,D-0022,2210,KBS 앞,상무역 5번 출구 앞
GJA-0056,20200703160608 ,20200703,160608,20200703163930 ,D-0000,D-0031,3322,광주시 111,상무시민공원1
GJA-0191,20200703160832 ,20200703,160832,20200703162837 ,D-0007,D-0022,2005,KBS 앞,상무역 5번 출구 앞
GJA-0052,20200703160902 ,20200703,160902,20200703163016 ,D-0039,D-0012,2114,김대중컨벤션센터1,롯데마트 앞
GJA-0164,20200703205335 ,20200703,205335,20200703205601 ,D-0004,D-0007,266,시청 앞,KBS 앞
GJA-0131,20200703205617 ,20200703,205617,20200703210619 ,D-0034,D-0029,5002,치평동주민센터,현대아파트 옆
GJA-0098,20200704070146 ,20200704,70146,20200704071624 ,D-0000,D-0040,1478,광주시 111,김대중컨벤션센타2
GJA-0190,20200704070254 ,20200704,70254,20200704071534 ,D-0000,D-0013,1280,광주시 111,현대해상 앞
GJA-0106,20200704083033 ,20200704,83033,20200704083635 ,D-0034,D-0039,602,치평동주민센터,김대중컨벤션센터1
GJA-0108,20200704090729 ,20200704,90729,20200704111627 ,D-0004,D-0014,20898,시청 앞,의회동 앞
GJA-0195,20200704091754 ,20200704,91754,20200704094119 ,D-0034,D-0035,2365,치평동주민센터,치평초교 앞
GJA-0115,20200704092219 ,20200704,92219,20200704104731 ,D-0012,D-0025,12512,롯데마트 앞,계수초교 앞
GJA-0115,20200704104759 ,20200704,104759,20200704113546 ,D-0025,D-0039,8787,계수초교 앞,김대중컨벤션센터1
GJA-0148,20200704104851 ,20200704,104851,20200704112748 ,D-0035,D-0041,7897,치평초교 앞,금호쌍용아파트 202동 앞
GJA-0148,20200704112804 ,20200704,112804,20200704113600 ,D-0041,D-0039,796,금호쌍용아파트 202동 앞,김대중컨벤션센터1
GJA-0057,20200704123148 ,20200704,123148,20200704140725 ,D-0014,D-0039,17577,의회동 앞,김대중컨벤션센터1
GJA-0131,20200704130235 ,20200704,130235,20200704142039 ,D-0029,D-0039,11804,현대아파트 옆,김대중컨벤션센터1
GJA-0022,20200704131504 ,20200704,131504,20200704133215 ,D-0004,D-0025,1711,시청 앞,계수초교 앞
GJA-0073,20200704132924 ,20200704,132924,20200704150021 ,D-0018,D-0034,17097,아웃백스테이크 앞,치평동주민센터
GJA-0072,20200704133611 ,20200704,133611,20200704143629 ,D-0039,D-0018,10018,김대중컨벤션센터1,아웃백스테이크 앞
GJA-0109,20200704133635 ,20200704,133635,20200704143645 ,D-0039,D-0002,10010,김대중컨벤션센터1,#N/A
GJA-0163,20200704135416 ,20200704,135416,20200704151554 ,D-0026,D-0020,16138,한국투자증권 앞,교보문고 앞
GJA-0054,20200704140447 ,20200704,140447,20200704150226 ,D-0023,D-0035,9779,sm 미 성형외과 앞,치평초교 앞
GJA-0019,20200704143008 ,20200704,143008,20200704155127 ,D-0006,D-0014,12119,우체국 건너편,의회동 앞
GJA-0109,20200704144044 ,20200704,144044,20200704145648 ,D-0000,D-0009,1604,광주시 111,쉐보레 앞
GJA-0072,20200704144814 ,20200704,144814,20200704145635 ,D-0000,D-0009,821,광주시 111,쉐보레 앞
GJA-0131,20200704150511 ,20200704,150511,20200704154509 ,D-0039,D-0027,3998,김대중컨벤션센터1,금호대우아파트 앞
GJA-0115,20200704150538 ,20200704,150538,20200704154509 ,D-0039,D-0027,3971,김대중컨벤션센터1,금호대우아파트 앞
GJA-0042,20200704151720 ,20200704,151720,20200704165506 ,D-0004,D-0031,13786,시청 앞,상무시민공원1
GJA-0035,20200704151736 ,20200704,151736,20200704170703 ,D-0004,D-0031,18967,시청 앞,상무시민공원1
GJA-0106,20200704152244 ,20200704,152244,20200704162548 ,D-0039,D-0035,10304,김대중컨벤션센터1,치평초교 앞
GJA-0097,20200704152627 ,20200704,152627,20200704154917 ,D-0006,D-0027,2290,우체국 건너편,금호대우아파트 앞
GJA-0098,20200704152704 ,20200704,152704,20200704162554 ,D-0040,D-0035,9850,김대중컨벤션센타2,치평초교 앞
GJA-0148,20200704153306 ,20200704,153306,20200704153638 ,D-0039,D-0040,332,김대중컨벤션센터1,김대중컨벤션센타2
GJA-0148,20200704153755 ,20200704,153755,20200704155515 ,D-0040,D-0035,1760,김대중컨벤션센타2,치평초교 앞
GJA-0167,20200704154339 ,20200704,154339,20200704155510 ,D-0039,D-0020,1171,김대중컨벤션센터1,교보문고 앞
GJA-0056,20200704155221 ,20200704,155221,20200704162428 ,D-0031,D-0034,7207,상무시민공원1,치평동주민센터
GJA-0029,20200704155414 ,20200704,155414,20200704155757 ,D-0004,D-0014,343,시청 앞,의회동 앞
GJA-0182,20200704155457 ,20200704,155457,20200704155706 ,D-0004,D-0014,249,시청 앞,의회동 앞
GJA-0146,20200704160139 ,20200704,160139,20200704171301 ,D-0000,D-0018,11162,광주시 111,아웃백스테이크 앞
GJA-0147,20200704160559 ,20200704,160559,20200704173354 ,D-0039,D-0027,12795,김대중컨벤션센터1,금호대우아파트 앞
GJA-0061,20200704160636 ,20200704,160636,20200704173347 ,D-0014,D-0027,12711,의회동 앞,금호대우아파트 앞
GJA-0032,20200704160919 ,20200704,160919,20200704162807 ,D-0034,D-0020,1888,치평동주민센터,교보문고 앞
GJA-0087,20200704161130 ,20200704,161130,20200704163042 ,D-0043,D-0025,1912,상무시민공원 화장실 입구,계수초교 앞
GJA-0090,20200704161327 ,20200704,161327,20200704164638 ,D-0014,D-0043,3311,의회동 앞,상무시민공원 화장실 입구
GJA-0111,20200704161333 ,20200704,161333,20200704164640 ,D-0014,D-0043,3307,의회동 앞,상무시민공원 화장실 입구
GJA-0188,20200704161351 ,20200704,161351,20200704165857 ,D-0013,D-0017,4506,현대해상 앞,센트럴시티 앞
GJA-0173,20200704161515 ,20200704,161515,20200704165855 ,D-0039,D-0017,4340,김대중컨벤션센터1,센트럴시티 앞
GJA-0091,20200704162649 ,20200704,162649,20200704175634 ,D-0023,D-0019,12985,sm 미 성형외과 앞,메이루즈 앞
GJA-0161,20200704162840 ,20200704,162840,20200704175618 ,D-0022,D-0019,12778,상무역 5번 출구 앞,메이루즈 앞
GJA-0060,20200704162847 ,20200704,162847,20200704174305 ,D-0025,D-0022,11458,계수초교 앞,상무역 5번 출구 앞
GJA-0099,20200704171304 ,20200704,171304,20200704175447 ,D-0012,D-0013,4143,롯데마트 앞,현대해상 앞
GJA-0167,20200704182401 ,20200704,182401,20200704185944 ,D-0020,D-0021,3543,교보문고 앞,유안타증권 앞
GJA-0077,20200704184558 ,20200704,184558,20200704202811 ,D-0034,D-0023,18253,치평동주민센터,sm 미 성형외과 앞
GJA-0084,20200704192235 ,20200704,192235,20200704201412 ,D-0036,D-0035,9177,해오리어린이공원 옆,치평초교 앞
GJA-0115,20200704203836 ,20200704,203836,20200704211806 ,D-0006,D-0004,7970,우체국 건너편,시청 앞
GJA-0139,20200704203844 ,20200704,203844,20200704204436 ,D-0023,D-0036,592,sm 미 성형외과 앞,해오리어린이공원 옆
GJA-0062,20200704205946 ,20200704,205946,20200704210359 ,D-0036,D-0022,4413,해오리어린이공원 옆,상무역 5번 출구 앞
GJA-0129,20200705071525 ,20200705,71525,20200705080436 ,D-0036,D-0039,8911,해오리어린이공원 옆,김대중컨벤션센터1
GJA-0192,20200705093023 ,20200705,93023,20200705100424 ,D-0026,D-0041,7401,한국투자증권 앞,금호쌍용아파트 202동 앞
GJA-0073,20200705095629 ,20200705,95629,20200705112307 ,D-0034,D-0020,16678,치평동주민센터,교보문고 앞
GJA-0157,20200705101131 ,20200705,101131,20200705110313 ,D-0004,D-0017,9182,시청 앞,센트럴시티 앞
GJA-0125,20200705102240 ,20200705,102240,20200705110542 ,D-0007,D-0026,8302,KBS 앞,한국투자증권 앞
GJA-0117,20200705103955 ,20200705,103955,20200705104933 ,D-0006,D-0013,978,우체국 건너편,현대해상 앞
GJA-0075,20200705110132 ,20200705,110132,20200705112410 ,D-0004,D-0015,2278,시청 앞,한국은행 앞
GJA-0123,20200705110152 ,20200705,110152,20200705111533 ,D-0004,D-0015,1381,시청 앞,한국은행 앞
GJA-0075,20200705112609 ,20200705,112609,20200705112929 ,D-0015,D-0026,320,한국은행 앞,한국투자증권 앞
GJA-0117,20200705113555 ,20200705,113555,20200705125541 ,D-0013,D-0004,11986,현대해상 앞,시청 앞
GJA-0052,20200705114518 ,20200705,114518,20200705125509 ,D-0012,D-0004,10991,롯데마트 앞,시청 앞
GJA-0125,20200705115452 ,20200705,115452,20200705122846 ,D-0016,D-0007,7394,메가커피 앞,KBS 앞
GJA-0186,20200705115736 ,20200705,115736,20200705122853 ,D-0016,D-0007,7117,메가커피 앞,KBS 앞
GJA-0161,20200705115738 ,20200705,115738,20200705120538 ,D-0019,D-0009,4800,메이루즈 앞,쉐보레 앞
GJA-0091,20200705115830 ,20200705,115830,20200705120549 ,D-0019,D-0009,4719,메이루즈 앞,쉐보레 앞
GJA-0127,20200705120029 ,20200705,120029,20200705120334 ,D-0004,D-0026,305,시청 앞,한국투자증권 앞
GJA-0142,20200705120537 ,20200705,120537,20200705130510 ,D-0043,D-0026,9973,상무시민공원 화장실 입구,한국투자증권 앞
GJA-0147,20200705120618 ,20200705,120618,20200705130510 ,D-0027,D-0014,9892,금호대우아파트 앞,의회동 앞
GJA-0199,20200705120654 ,20200705,120654,20200705121404 ,D-0026,D-0022,750,한국투자증권 앞,상무역 5번 출구 앞
GJA-0075,20200705120738 ,20200705,120738,20200705121442 ,D-0026,D-0022,704,한국투자증권 앞,상무역 5번 출구 앞
GJA-0189,20200705120744 ,20200705,120744,20200705123708 ,D-0020,D-0006,2964,교보문고 앞,우체국 건너편
GJA-0032,20200705121504 ,20200705,121504,20200705123659 ,D-0020,D-0006,2155,교보문고 앞,우체국 건너편
GJA-0115,20200705122002 ,20200705,122002,20200705123616 ,D-0004,D-0019,1614,시청 앞,메이루즈 앞
GJA-0062,20200705123638 ,20200705,123638,20200705124530 ,D-0022,D-0000,892,상무역 5번 출구 앞,광주시 111
GJA-0192,20200705124825 ,20200705,124825,20200705131759 ,D-0041,D-0035,6934,금호쌍용아파트 202동 앞,치평초교 앞
GJA-0062,20200705130940 ,20200705,130940,20200705131413 ,D-0000,D-0022,473,광주시 111,상무역 5번 출구 앞
GJA-0062,20200705131938 ,20200705,131938,20200705132640 ,D-0022,D-0000,702,상무역 5번 출구 앞,광주시 111
GJA-0181,20200705132557 ,20200705,132557,20200705135511 ,D-0023,D-0012,2954,sm 미 성형외과 앞,롯데마트 앞
GJA-0174,20200705132613 ,20200705,132613,20200705133949 ,D-0023,D-0018,1336,sm 미 성형외과 앞,아웃백스테이크 앞
GJA-0199,20200705132742 ,20200705,132742,20200705135452 ,D-0022,D-0012,2710,상무역 5번 출구 앞,롯데마트 앞
GJA-0177,20200705134212 ,20200705,134212,20200705152358 ,D-0018,D-0020,18146,아웃백스테이크 앞,교보문고 앞
GJA-0149,20200705134755 ,20200705,134755,20200705145607 ,D-0031,D-0055,10852,상무시민공원1,공연마루 입구
GJA-0084,20200705142115 ,20200705,142115,20200705143951 ,D-0035,D-0039,1836,치평초교 앞,김대중컨벤션센터1
GJA-0147,20200705145620 ,20200705,145620,20200705150738 ,D-0014,D-0012,5118,의회동 앞,롯데마트 앞
GJA-0109,20200705145639 ,20200705,145639,20200705160808 ,D-0009,D-0013,15169,쉐보레 앞,현대해상 앞
GJA-0161,20200705145731 ,20200705,145731,20200705160826 ,D-0009,D-0013,15095,쉐보레 앞,현대해상 앞
GJA-0142,20200705145931 ,20200705,145931,20200705150741 ,D-0026,D-0012,4810,한국투자증권 앞,롯데마트 앞
GJA-0104,20200705145941 ,20200705,145941,20200705152554 ,D-0012,D-0022,6613,롯데마트 앞,상무역 5번 출구 앞
GJA-0121,20200705150030 ,20200705,150030,20200705155727 ,D-0000,D-0020,5697,광주시 111,교보문고 앞
GJA-0167,20200705150055 ,20200705,150055,20200705155750 ,D-0021,D-0020,5695,유안타증권 앞,교보문고 앞
GJA-0149,20200705155024 ,20200705,155024,20200705160659 ,D-0055,D-0017,5635,공연마루 입구,센트럴시티 앞
GJA-0021,20200705155827 ,20200705,155827,20200705160246 ,D-0004,D-0014,4419,시청 앞,의회동 앞
GJA-0055,20200705160406 ,20200705,160406,20200705164024 ,D-0036,D-0034,3618,해오리어린이공원 옆,치평동주민센터
GJA-0132,20200705160601 ,20200705,160601,20200705160839 ,D-0018,D-0000,238,아웃백스테이크 앞,광주시 111
GJA-0188,20200705160621 ,20200705,160621,20200705160842 ,D-0017,D-0048,221,센트럴시티 앞,중흥s클래스 앞
GJA-0068,20200705161151 ,20200705,161151,20200705161645 ,D-0018,D-0000,494,아웃백스테이크 앞,광주시 111
GJA-0157,20200705161200 ,20200705,161200,20200705161524 ,D-0017,D-0004,324,센트럴시티 앞,시청 앞
GJA-0196,20200705161243 ,20200705,161243,20200705173308 ,D-0020,D-0019,12065,교보문고 앞,메이루즈 앞
GJA-0176,20200705161440 ,20200705,161440,20200705162325 ,D-0012,D-0015,885,롯데마트 앞,한국은행 앞
GJA-0132,20200705161449 ,20200705,161449,20200705161743 ,D-0000,D-0012,294,광주시 111,롯데마트 앞
GJA-0142,20200705161454 ,20200705,161454,20200705162313 ,D-0012,D-0015,859,롯데마트 앞,한국은행 앞
GJA-0173,20200705161708 ,20200705,161708,20200705163236 ,D-0017,D-0022,1528,센트럴시티 앞,상무역 5번 출구 앞
GJA-0157,20200705161829 ,20200705,161829,20200705163229 ,D-0004,D-0022,1400,시청 앞,상무역 5번 출구 앞
GJA-0132,20200705162050 ,20200705,162050,20200705162300 ,D-0012,D-0018,250,롯데마트 앞,아웃백스테이크 앞
GJA-0086,20200705162445 ,20200705,162445,20200705174938 ,D-0029,D-0027,12493,현대아파트 옆,금호대우아파트 앞
GJA-0068,20200705162525 ,20200705,162525,20200705163052 ,D-0000,D-0018,527,광주시 111,아웃백스테이크 앞
GJA-0145,20200705162613 ,20200705,162613,20200705174926 ,D-0029,D-0027,12313,현대아파트 옆,금호대우아파트 앞
GJA-0121,20200705163149 ,20200705,163149,20200705182338 ,D-0020,D-0014,19189,교보문고 앞,의회동 앞
GJA-0123,20200705163226 ,20200705,163226,20200705174429 ,D-0026,D-0022,11203,한국투자증권 앞,상무역 5번 출구 앞
GJA-0035,20200705163452 ,20200705,163452,20200705165935 ,D-0031,D-0016,2483,상무시민공원1,메가커피 앞
GJA-0054,20200705164508 ,20200705,164508,20200705170853 ,D-0035,D-0034,6345,치평초교 앞,치평동주민센터
GJA-0136,20200705165020 ,20200705,165020,20200705173015 ,D-0018,D-0020,7995,아웃백스테이크 앞,교보문고 앞
GJA-0153,20200705165035 ,20200705,165035,20200705165459 ,D-0016,D-0014,424,메가커피 앞,의회동 앞
GJA-0098,20200705165051 ,20200705,165051,20200705180949 ,D-0035,D-0055,15898,치평초교 앞,공연마루 입구
GJA-0103,20200705165249 ,20200705,165249,20200705172742 ,D-0022,D-0027,7493,상무역 5번 출구 앞,금호대우아파트 앞
GJA-0049,20200705165703 ,20200705,165703,20200705170348 ,D-0014,D-0016,4645,의회동 앞,메가커피 앞
GJA-0039,20200705165734 ,20200705,165734,20200705181712 ,D-0031,D-0046,15978,상무시민공원1,마륵역 앞
GJA-0169,20200705165804 ,20200705,165804,20200705170535 ,D-0022,D-0024,4731,상무역 5번 출구 앞,세정아울렛 앞
GJA-0019,20200705165833 ,20200705,165833,20200705181642 ,D-0031,D-0046,15809,상무시민공원1,마륵역 앞
GJA-0099,20200705165844 ,20200705,165844,20200705173250 ,D-0013,D-0004,7406,현대해상 앞,시청 앞
GJA-0184,20200705170057 ,20200705,170057,20200705175153 ,D-0043,D-0040,5096,상무시민공원 화장실 입구,김대중컨벤션센타2
GJA-0159,20200705171543 ,20200705,171543,20200705173500 ,D-0031,D-0043,1957,상무시민공원1,상무시민공원 화장실 입구
GJA-0036,20200705171931 ,20200705,171931,20200705184652 ,D-0039,D-0027,12721,김대중컨벤션센터1,금호대우아파트 앞
GJA-0138,20200705172515 ,20200705,172515,20200705195140 ,D-0036,D-0039,22625,해오리어린이공원 옆,김대중컨벤션센터1
GJA-0074,20200705173050 ,20200705,173050,20200705190148 ,D-0006,D-0004,17098,우체국 건너편,시청 앞
GJA-0128,20200705173349 ,20200705,173349,20200705181422 ,D-0043,D-0031,8073,상무시민공원 화장실 입구,상무시민공원1
GJA-0095,20200705174447 ,20200705,174447,20200705191256 ,D-0018,D-0020,16809,아웃백스테이크 앞,교보문고 앞
GJA-0093,20200705174451 ,20200705,174451,20200705191304 ,D-0018,D-0020,16853,아웃백스테이크 앞,교보문고 앞
GJA-0054,20200705174706 ,20200705,174706,20200705184806 ,D-0034,D-0039,10100,치평동주민센터,김대중컨벤션센터1
GJA-0001,20200705175237 ,20200705,175237,20200705181808 ,D-0040,D-0039,6571,김대중컨벤션센타2,김대중컨벤션센터1
GJA-0141,20200705175604 ,20200705,175604,20200705181806 ,D-0034,D-0039,6202,치평동주민센터,김대중컨벤션센터1
GJA-0133,20200705181549 ,20200705,181549,20200705192734 ,D-0012,D-0017,11185,롯데마트 앞,센트럴시티 앞
GJA-0172,20200705181605 ,20200705,181605,20200705192752 ,D-0012,D-0017,11147,롯데마트 앞,센트럴시티 앞
GJA-0132,20200705182052 ,20200705,182052,20200705182540 ,D-0018,D-0031,488,아웃백스테이크 앞,상무시민공원1
GJA-0073,20200705182916 ,20200705,182916,20200705190747 ,D-0020,D-0033,7831,교보문고 앞,상무골프연습장 앞
GJA-0187,20200705182936 ,20200705,182936,20200705184402 ,D-0022,D-0015,1466,상무역 5번 출구 앞,한국은행 앞
GJA-0110,20200705183034 ,20200705,183034,20200705184403 ,D-0022,D-0015,1369,상무역 5번 출구 앞,한국은행 앞
