가상번호,분류,제목,등록일자,처리상태
26137,도시ㆍ건축,이 간판 제거 해 주세용,작성일시 : 2021/10/10,답변완료
,,,,(처리완료)
26136,기타,동구청에는 몇개의 과가 있는지?,작성일시 : 2021/10/10,답변완료
,,,,(처리완료)
26135,환경ㆍ청소,청소과 김휘님 감사합니다,작성일시 : 2021/10/10,답변완료
,,,,(처리완료)
26134,환경ㆍ청소,쓰레기 불법투기 신고합니다.,작성일시 : 2021/10/10,답변완료
,,,,(처리완료)
26133,환경ㆍ청소,소음,작성일시 : 2021/10/09,답변완료
,,,,(처리완료)
26132,건설ㆍ교통,동명동 보행환경개선공사 경계석 턱이 너무낮아요.,작성일시 : 2021/10/09,답변완료
,,,,(처리완료)
26130,도시ㆍ건축,금남로4가역 새벽 공사,작성일시 : 2021/10/09,답변완료
,,,,(처리완료)
26129,건설ㆍ교통,금남로4가역 공사,작성일시 : 2021/10/09,답변완료
,,,,(처리완료)
26128,도시ㆍ건축,의견서 제출 내용 확인 요망,작성일시 : 2021/10/08,접수
26118,문화ㆍ경제,신설되는 지산IC에 관한 건.,작성일시 : 2021/10/08,답변완료
,,,,(처리완료)
26117,도시ㆍ건축,건물의 주입구과 주차장의 입구의 막히는 건축을 막아주세요,작성일시 : 2021/10/08,답변완료
,,,,(처리완료)
26116,건설ㆍ교통,지산동 법원 근처 공사문제,작성일시 : 2021/10/08,답변완료
,,,,(처리완료)
26114,건설ㆍ교통,산수시장 입구 차 좀 다닙시다,작성일시 : 2021/10/08,답변완료
,,,,(처리중)
26112,건설ㆍ교통,아무리 점심시간이어도 차는 지나가게 해야되는거 아닙니까?,작성일시 : 2021/10/08,답변완료
,,,,(처리중)
26111,기타,가을의 은행나무,작성일시 : 2021/10/08,답변완료
,,,,(처리완료)
26105,환경ㆍ청소,광주고 앞 은행 줍는 작업,작성일시 : 2021/10/08,답변완료
,,,,(처리완료)
26104,기타,서석초 닭 울음소리,작성일시 : 2021/10/08,답변완료
,,,,(처리완료)
26103,건설ㆍ교통,광주 자전거 타랑께 동구 서비스시행 요청,작성일시 : 2021/10/08,답변완료
,,,,(처리완료)
26102,환경ㆍ청소,청소행정과에 추가 질문입니다.,작성일시 : 2021/10/07,답변완료
,,,,(처리완료)
26099,공원ㆍ체육,26056월남호반2차앞공원공사중단민원추가글,작성일시 : 2021/10/07,답변완료
,,,,(처리완료)
26095,건설ㆍ교통,서남동 공영주차장에 번호판뗀차량 방치중,작성일시 : 2021/10/07,답변완료
,,,,(처리중)
26087,미담사례,동구 별빛정원어린이집 박효주 선생님께 감사인사를 전합니다^^~,작성일시 : 2021/10/07,답변완료
,,,,(처리완료)
26080,환경ㆍ청소,청소차량애서 사람이 떨어졌어요,작성일시 : 2021/10/07,답변완료
,,,,(처리중)
26075,건설ㆍ교통,감사합니다 (__ )꾸벅!,작성일시 : 2021/10/07,답변완료
,,,,(처리완료)
26073,기타,인도 물건 적치,작성일시 : 2021/10/07,답변완료
,,,,(처리완료)
26072,기타,동구청에 드리는 내용이니 적극검토 요망,작성일시 : 2021/10/07,답변완료
,,,,(처리완료)
26071,기타,학동 양명요양병원 근처 개소리,작성일시 : 2021/10/06,답변완료
,,,,(처리완료)
26070,기타,창밖의 모기포충기는 주민의 마음을 알까,작성일시 : 2021/10/06,답변완료
,,,,(처리완료)
26069,기타,위반건축물 위반 면적 잘 못 나온 듯 합니다.,작성일시 : 2021/10/06,답변완료
,,,,(처리중)
26066,도시ㆍ건축,동명동 인도 공사,작성일시 : 2021/10/06,답변완료
,,,,(처리완료)
26063,건설ㆍ교통,남광주역고가쪽 자전거도로 보수신청합니다.,작성일시 : 2021/10/06,답변완료
,,,,(처리중)
26062,도시ㆍ건축,지산1구역 조합원 명부 자료 청구 관련!,작성일시 : 2021/10/06,답변완료
,,,,(처리완료)
26060,환경ㆍ청소,금남로4가 로머스파크 앞 바이올린동상 소리가 소음 수준입니다.,작성일시 : 2021/10/06,답변완료
,,,,(처리완료)
26056,공원ㆍ체육,월남호반2차앞공원공사중단요청합니다,작성일시 : 2021/10/06,답변완료
,,,,(처리완료)
26054,공원ㆍ체육,"26056번월남호반공원공사의견,위드코로나 시대에맞는 행정절실",작성일시 : 2021/10/05,답변완료
,,,,(처리완료)
26048,기타,지적재조사를 통한 지적도 수정에 대한 질문.,작성일시 : 2021/10/05,답변완료
,,,,(처리완료)
26047,도시ㆍ건축,옥외간판 철거 미이행 지도요청,작성일시 : 2021/10/05,답변완료
,,,,(처리중)
26045,건설ㆍ교통,남광주사거리 좌회전차선문제,작성일시 : 2021/10/05,답변완료
,,,,(처리완료)
26044,보건ㆍ복지,동명동 소독 실시 유무 검점 필요,작성일시 : 2021/10/05,답변완료
,,,,(처리완료)
26036,도시ㆍ건축,동구 계림2구역 먼지관련,작성일시 : 2021/10/05,답변완료
,,,,(처리완료)
26035,건설ㆍ교통,용산동 메인도로에 신규 횡단보도 설치를 요청 드립니다.,작성일시 : 2021/10/04,답변완료
,,,,(처리완료)
26034,도시ㆍ건축,인도 은행나무 열매,작성일시 : 2021/10/04,답변완료
,,,,(처리완료)
26033,도시ㆍ건축,김민성님 칭찬합니다 도시재생과,작성일시 : 2021/10/04,답변완료
,,,,(처리완료)
26032,도시ㆍ건축,롯데 백화점 가는길 우체국 쪽,작성일시 : 2021/10/03,답변완료
,,,,(처리완료)
26031,기타,동구에서 오랬동간 거주하고 현재도 거주하는 동구 토박이 주민입니다,작성일시 : 2021/10/03,답변완료
,,,,(처리완료)
26030,건설ㆍ교통,가로등 점검요청,작성일시 : 2021/10/03,답변완료
,,,,(처리완료)
26029,기타,동구청장님 충장축제총감독님 충장축제 매니아로서 간절히 부탁합니다,작성일시 : 2021/10/03,답변완료
,,,,(처리중)
26028,기타,밑에 보도블럭 민원 공감합니다,작성일시 : 2021/10/03,답변완료
,,,,(처리중)
26027,건설ㆍ교통,보도블럭 포장 조잡시공,작성일시 : 2021/10/03,답변완료
,,,,(처리중)
26026,건설ㆍ교통,감사드립니다.,작성일시 : 2021/10/03,답변완료
,,,,(처리완료)
26025,환경ㆍ청소,소음,작성일시 : 2021/10/03,답변완료
,,,,(처리완료)
26024,건설ㆍ교통,불법 현수막 철거 부탁드립니다.,작성일시 : 2021/10/02,답변완료
,,,,(처리중)
26023,건설ㆍ교통,긴급 복구 부탁드립니다,작성일시 : 2021/10/02,답변완료
,,,,(처리완료)
26022,도시ㆍ건축,건물 철거와 관련,작성일시 : 2021/10/02,답변완료
,,,,(처리완료)
26021,건설ㆍ교통,동명로20번길 도로공사 관련...,작성일시 : 2021/10/01,답변완료
,,,,(처리완료)
26020,기타,답변을 삭제한 것도 있네요,작성일시 : 2021/10/01,답변완료
,,,,(처리완료)
26015,기타,개카페 소음 문제,작성일시 : 2021/10/01,답변완료
,,,,(처리완료)
26010,환경ㆍ청소,정류장 천정 청결문제,작성일시 : 2021/10/01,답변완료
,,,,(처리완료)
26009,건설ㆍ교통,아파트옆 도로 리어카 문제,작성일시 : 2021/10/01,답변완료
,,,,(처리완료)
26007,기타,현수막 게시 과태료 부과,작성일시 : 2021/10/01,답변완료
,,,,(처리중)
26006,도시ㆍ건축,마감기일이 궁금합니다.,작성일시 : 2021/10/01,답변완료
,,,,(처리완료)
26005,도시ㆍ건축,아파트 공사주변 도로보수요망,작성일시 : 2021/09/30,답변완료
,,,,(처리중)
26004,건설ㆍ교통,가로등 점검 요청,작성일시 : 2021/09/30,답변완료
,,,,(처리완료)
26001,도시ㆍ건축,동구청장님 가로주택정비사업 조합설립동의서 발급 위법성 여부 답변 부탁합니다.,작성일시 : 2021/09/30,답변완료
,,,,(처리완료)
25987,도시ㆍ건축,전선 정리가 시급해보입니다..,작성일시 : 2021/09/30,답변완료
,,,,(처리완료)
25985,도시ㆍ건축,위반건축물 표기가 안됐네요,작성일시 : 2021/09/30,답변완료
,,,,(처리중)
25983,공원ㆍ체육,둥구 푸른길 수종팻말,작성일시 : 2021/09/30,답변완료
,,,,(처리중)
25982,건설ㆍ교통,동명동 주차문제,작성일시 : 2021/09/30,답변완료
,,,,(중장기시행)
25977,건설ㆍ교통,남초 어린이보호구역,작성일시 : 2021/09/30,답변완료
,,,,(처리중)
25975,미담사례,"기획예산실, 신은희 주임님을 칭찬합니다.",작성일시 : 2021/09/29,답변완료
,,,,(처리완료)
25961,도시ㆍ건축,계림동 521-36번지 새벽 공사,작성일시 : 2021/09/29,답변완료
,,,,(처리완료)
25959,건설ㆍ교통,"제발 단속좀합시다,,,",작성일시 : 2021/09/29,답변완료
,,,,(처리중)
25945,건설ㆍ교통,현수막 철거 부탁드립니다,작성일시 : 2021/09/29,답변완료
,,,,(처리중)
25944,도시ㆍ건축,상정한 안건을 의결없이 시행을 ~,작성일시 : 2021/09/28,답변완료
,,,,(처리완료)
25943,도시ㆍ건축,(긴급)공동주택 공용부지 미 의결 사용 부당,작성일시 : 2021/09/28,답변완료
,,,,(처리완료)
25939,기타,동구청 입구 주차안내소,작성일시 : 2021/09/28,답변완료
,,,,(처리완료)
25935,기타,구청장님 안녕하십니까,작성일시 : 2021/09/28,답변완료
,,,,(처리중)
25930,건설ㆍ교통,도로반사경 재정비 및 횡단보도 설치 건의,작성일시 : 2021/09/28,답변완료
,,,,(처리완료)
25929,도시ㆍ건축,공동주택 운영에 감사합니다.,작성일시 : 2021/09/27,답변완료
,,,,(처리완료)
25927,건설ㆍ교통,이레도 돼나요,작성일시 : 2021/09/27,답변완료
,,,,(처리완료)
25919,건설ㆍ교통,"게림동 두산3차 메가커피 와 광주고 측벽면 , 계림신협방면 지브라형횡단보도설치요청건",작성일시 : 2021/09/27,답변완료
,,,,(처리완료)
25914,도시ㆍ건축,(긴급)불법 위원회는 취소해야 합니다.,작성일시 : 2021/09/26,답변완료
,,,,(처리완료)
25913,건설ㆍ교통,인도를 가로막는 주차정리,작성일시 : 2021/09/26,답변완료
,,,,(처리중)
25912,건설ㆍ교통,주정차무인단속카메라 CCTV건,작성일시 : 2021/09/26,답변완료
,,,,(처리중)
25910,도시ㆍ건축,달은 출근 가로등 퇴근,작성일시 : 2021/09/26,답변완료
,,,,(처리완료)
25909,환경ㆍ청소,소음,작성일시 : 2021/09/26,답변완료
,,,,(처리완료)
25908,문화ㆍ경제,인기 강좌프로그램 개설신청,작성일시 : 2021/09/25,답변완료
,,,,(처리중)
25907,건설ㆍ교통,도로위 맨홀뚜껑 소음,작성일시 : 2021/09/25,답변완료
,,,,(처리완료)
25906,건설ㆍ교통,하수구 덮개 파손으로 위험합니다,작성일시 : 2021/09/25,답변완료
,,,,(처리완료)
25905,건설ㆍ교통,가로등 고장,작성일시 : 2021/09/25,답변완료
,,,,(처리완료)
25904,도시ㆍ건축,답을 주세요,작성일시 : 2021/09/24,답변완료
,,,,(처리완료)
25901,건설ㆍ교통,문제가 심각하네요...,작성일시 : 2021/09/24,답변완료
,,,,(중장기시행)
25894,환경ㆍ청소,당 아파트 주위 불법 현수막 수거 요망,작성일시 : 2021/09/24,답변완료
,,,,(처리중)
25893,도시ㆍ건축,가게 앞 도로위 무단점거물 철거요청,작성일시 : 2021/09/23,답변완료
,,,,(처리완료)
25889,도시ㆍ건축,광주계림교회옆 신축공사현장의 문제 2,작성일시 : 2021/09/23,답변완료
,,,,(처리중)
25886,건설ㆍ교통,보안등 고장신고,작성일시 : 2021/09/23,답변완료
,,,,(처리완료)
25884,환경ㆍ청소,쓰레기 투기가 심해요 CCTV좀 달아주세요,작성일시 : 2021/09/23,답변완료
,,,,(처리완료)
25880,건설ㆍ교통,도로확장후 주차피해,작성일시 : 2021/09/23,답변완료
,,,,(처리완료)
25878,도시ㆍ건축,위험한 불법 건축물 조치 요청요 (2번째),작성일시 : 2021/09/23,답변완료
,,,,(처리중)
25875,건설ㆍ교통,남광주시장의 작태 동구청의 무능,작성일시 : 2021/09/19,답변완료
,,,,(처리완료)
25874,기타,한남동 구기 굽는냄새,작성일시 : 2021/09/19,답변완료
,,,,(처리완료)
25873,기타,교체된 가로등 각도 조절 요청,작성일시 : 2021/09/19,답변완료
,,,,(처리완료)
25872,도시ㆍ건축,감사 결과대로 이행하게 해주세요,작성일시 : 2021/09/18,답변완료
,,,,(처리중)
25871,환경ㆍ청소,소음,작성일시 : 2021/09/18,답변완료
,,,,(처리완료)
25870,환경ㆍ청소,골목포장이 너무하여 포장요청.,작성일시 : 2021/09/18,답변완료
,,,,(처리중)
25861,기타,내 고향만은 안 그럴 것이라고 봤지만 정말 무섭습니다,작성일시 : 2021/09/17,
25855,건설ㆍ교통,담양버스 너무 합니다,작성일시 : 2021/09/17,답변완료
,,,,(처리완료)
25846,건설ㆍ교통,신호등앞주차단속,작성일시 : 2021/09/17,답변완료
,,,,(처리중)
25845,보건ㆍ복지,경로당6,작성일시 : 2021/09/16,답변완료
,,,,(처리완료)
25844,건설ㆍ교통,학운동 행정복지센터 전기차충전소 제발 (1),작성일시 : 2021/09/16,답변완료
,,,,(처리완료)
25841,환경ㆍ청소,모기가 넘 많아요,작성일시 : 2021/09/16,답변완료
,,,,(처리완료)
25838,건설ㆍ교통,방범등 고장신고,작성일시 : 2021/09/16,답변완료
,,,,(처리완료)
25830,환경ㆍ청소,푸른길 잡상인 단속,작성일시 : 2021/09/16,답변완료
,,,,(처리완료)
25829,도시ㆍ건축,올바른 조치를 요청합니다,작성일시 : 2021/09/16,답변완료
,,,,(처리완료)
25827,도시ㆍ건축,엔씨웨이브 충장점을 고발합니다,작성일시 : 2021/09/15,답변완료
,,,,(처리중)
25815,기타,재난지원금 지급 관련 주민센터 업무 숙지 부탁드립니다,작성일시 : 2021/09/15,답변완료
,,,,(처리중)
25814,건설ㆍ교통,현수막으로 운전이 위험합니다,작성일시 : 2021/09/15,답변완료
,,,,(처리중)
25811,미담사례,신은희주임님을 칭찬합니다 (1),작성일시 : 2021/09/15,답변완료
,,,,(처리완료)
25810,기타,칭찬합니다 (1),작성일시 : 2021/09/14,답변완료
,,,,(처리완료)
25806,보건ㆍ복지,지금 집회해도 되나요,작성일시 : 2021/09/14,답변완료
,,,,(처리완료)
25805,보건ㆍ복지,안심식당 홍보물품 좋습니다 (1),작성일시 : 2021/09/14,답변완료
,,,,(처리완료)
25794,도시ㆍ건축,계림동 521-36번지 새벽 공사,작성일시 : 2021/09/14,답변완료
,,,,(처리완료)
25791,도시ㆍ건축,광주 계림교회옆 신축공사현장의 문제.,작성일시 : 2021/09/14,답변완료
,,,,(처리중)
25790,건설ㆍ교통,동명동 차도?보행로 공사,작성일시 : 2021/09/14,답변완료
,,,,(처리완료)
25789,건설ㆍ교통,살레시오 여고 앞 오토바이 무법도로 점용 현장 (1),작성일시 : 2021/09/14,답변완료
,,,,(처리완료)
25788,기타,골목 가로등 수리 부탁드려요,작성일시 : 2021/09/13,답변완료
,,,,(처리완료)
25782,건설ㆍ교통,수소차 수소충전소 설치 문의,작성일시 : 2021/09/13,답변완료
,,,,(처리중)
25777,건설ㆍ교통,궁동34-4번지 물고임 현상 처리요청 (1),작성일시 : 2021/09/13,답변완료
,,,,(처리완료)
25775,건설ㆍ교통,가로등 불이 안들어옵니다.,작성일시 : 2021/09/13,답변완료
,,,,(처리완료)
25773,공원ㆍ체육,도심건강길 1길 시설물 관리,작성일시 : 2021/09/13,답변완료
,,,,(처리중)
25772,환경ㆍ청소,동명동 일대 술집 및 식당 음식물쓰레기 관리,작성일시 : 2021/09/12,답변완료
,,,,(처리완료)
25771,환경ㆍ청소,도로에 도시 미관을 헤치는 쓰레기 투기 시정 바랍니다,작성일시 : 2021/09/12,답변완료
,,,,(처리완료)
25770,건설ㆍ교통,지산2동행정 복지센터앞 신호등 (1),작성일시 : 2021/09/12,답변완료
,,,,(처리중)
25768,건설ㆍ교통,홍림교 신호,작성일시 : 2021/09/12,답변완료
,,,,(처리완료)
